THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2021.01,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2021.01,hoa trái cây,Mua đồ hành chính,948.000,Biến phí,Chi phí hành chính
2021.01,hoa trái cây,Mua đồ hành chính,905.000,Biến phí,Chi phí hành chính
2021.01,hoa bi,Mua đồ hành chính,120.000,Biến phí,Chi phí hành chính
2021.01,Lương cứng t1,Lương,366.774.927,Định phí,Chi phí QLDN
2021.01,Lương KPI t1,KPI,340.881.611,Biến phí,Chi phí bán hàng
2021.01,hoa trái cây,Mua đồ hành chính,895.000,Biến phí,Chi phí hành chính
2021.01,cúng m2,Mua đồ hành chính,1.264.000,Biến phí,Chi phí hành chính
2021.01,hoa trái cây,Mua đồ hành chính,910.000,Biến phí,Chi phí hành chính
2021.01,hoa trái cây,Mua đồ hành chính,910.000,Biến phí,Chi phí hành chính
2021.01,cúng m16,Mua đồ hành chính,880.000,Biến phí,Chi phí hành chính
2021.01,1thang chè vp+203,Mua đồ hành chính,1.200.000,Biến phí,Chi phí hành chính
2021.01,"tinh dầu, dc vệ sinh, qtpv, ly uống nước...",Mua đồ hành chính,10.081.000,Biến phí,Chi phí hành chính
2021.01,10th suối,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.01,5b nước,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.01,chổi lông gà cho xe cty,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2021.01,bộ lau nhà,Mua đồ hành chính,260.000,Biến phí,Chi phí hành chính
2021.01,20c khắn,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2021.01,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.01,tinh dầu,Mua đồ hành chính,1.650.000,Biến phí,Chi phí hành chính
2021.01,10th suối,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.01,đồ ăn khách,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,80.000,Biến phí,Chi phí hành chính
2021.01,bao lì xì,Marketing chạy Quảng cáo,1.980.000,Biến phí,Chi phí bán hàng
2021.01,in hình kol,Marketing chạy Quảng cáo,354.000,Biến phí,Chi phí bán hàng
2021.01,đinh treo hình,Marketing chạy Quảng cáo,74.000,Biến phí,Chi phí bán hàng
2021.01,in voucher,Marketing chạy Quảng cáo,480.000,Biến phí,Chi phí bán hàng
2021.01,chi xây nhà tình thương,Marketing chạy Quảng cáo,10.000.000,Biến phí,Chi phí bán hàng
2021.01,kin,Marketing chạy Quảng cáo,10.500.000,Biến phí,Chi phí bán hàng
2021.01,% khách Hà Tài,Marketing chạy Quảng cáo,13.500.000,Biến phí,Chi phí bán hàng
2021.01,% khách 24246,Marketing chạy Quảng cáo,6.210.000,Biến phí,Chi phí bán hàng
2021.01,0978xxx,Marketing chạy Quảng cáo,300.000,Biến phí,Chi phí bán hàng
2021.01,gia hạn tool,Marketing chạy Quảng cáo,250.000,Biến phí,Chi phí bán hàng
2021.01,0342xxx,Marketing chạy Quảng cáo,2.467.000,Biến phí,Chi phí bán hàng
2021.01,% trả góp 2001,Marketing chạy Quảng cáo,1.394.954,Biến phí,Chi phí bán hàng
2021.01,% trả góp 3462,Marketing chạy Quảng cáo,1.012.000,Biến phí,Chi phí bán hàng
2021.01,% trả góp 4961,Marketing chạy Quảng cáo,1.104.000,Biến phí,Chi phí bán hàng
2021.01,giấy in phim,Marketing chạy Quảng cáo,300.000,Biến phí,Chi phí bán hàng
2021.01,in thông báo nghỉ tết,Mua đồ hành chính,30.000,Biến phí,Chi phí hành chính
2021.01,hotline 0978,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.01,khung ảnh,Mua đồ hành chính,1.185.000,Biến phí,Chi phí hành chính
2021.01,máy cà thẻ,Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2021.01,cúp,Mua đồ hành chính,1.425.000,Biến phí,Chi phí hành chính
2021.01,in bằng khen,Mua đồ hành chính,87.000,Biến phí,Chi phí hành chính
2021.01,"kẹp, gim bấm",Mua đồ hành chính,60.000,Biến phí,Chi phí hành chính
2021.01,Vpp,Mua đồ hành chính,500.000,Biến phí,Chi phí hành chính
2021.01,phí gửi xe,Mua đồ hành chính,950.000,Biến phí,Chi phí hành chính
2021.01,sữa máy lạnh,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.01,túi zip,Mua đồ hành chính,70.000,Biến phí,Chi phí hành chính
2021.01,hoa giả để bàn,Mua đồ hành chính,1.230.000,Biến phí,Chi phí hành chính
2021.01,in bao lì xì,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2021.01,vs máy tính cty,Mua đồ hành chính,150.000,Biến phí,Chi phí hành chính
2021.01,trang trí tết,Mua đồ hành chính,500.000,Biến phí,Chi phí hành chính
2021.01,mua đồ tất niên,Mua đồ hành chính,3.030.000,Biến phí,Chi phí hành chính
2021.01,rác y tế,Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2021.01,Pin máy ảnh,Mua đồ hành chính,984.000,Biến phí,Chi phí hành chính
2021.01,chi thưởng nv cuối năm,Quỹ thưởng tổng cuối năm,49.725.000,Định phí,Chi phí khác
2021.01,tất niên,Mua đồ hành chính,31.500.000,Biến phí,Chi phí hành chính
2021.01,lì xì nv,Quỹ thưởng tổng cuối năm,20.000.000,Định phí,Chi phí khác
2021.01,bánh sn t1,Mua đồ hành chính,350.000,Biến phí,Chi phí hành chính
2021.01,2c chổi,Mua đồ hành chính,80.000,Biến phí,Chi phí hành chính
2021.01,"thuế môn  bài, VAT",Mua đồ hành chính,3.380.000,Biến phí,Chi phí hành chính
2021.01,sửa máy lạnh,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.01,thẻ tên nv,Mua đồ hành chính,470.000,Biến phí,Chi phí hành chính
2021.01,"usb wf, sạc lap",Mua đồ hành chính,580.000,Biến phí,Chi phí hành chính
2021.01,tang nhà av,Mua đồ hành chính,5.000.000,Biến phí,Chi phí hành chính
2021.01,tết công an khu vực,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2021.01,chi phó y tế q1,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2021.01,Hạt điều tặng đối tác,Mua đồ hành chính,2.750.000,Biến phí,Chi phí hành chính
2021.01,rác,Mua đồ hành chính,110.000,Biến phí,Chi phí hành chính
2021.01,chuyển vp,Mua đồ hành chính,600.000,Biến phí,Chi phí hành chính
2021.01,bìa lá lỗ,Mua đồ hành chính,400.000,Biến phí,Chi phí hành chính
2021.01,thay ổ khoá,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.01,phạt quảng cáo,Mua đồ hành chính,25.000.000,Biến phí,Chi phí hành chính
2021.01,xăng xe,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2021.01,cơm khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,25.000,Biến phí,Chi phí hành chính
2021.01,xe cty,Mua đồ hành chính,1.900.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.01,"nước lavie san, 2vp",Mua đồ hành chính,839.960,Biến phí,Chi phí hành chính
2021.01,cơm khách,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,55.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,39.000,Biến phí,Chi phí hành chính
2021.01,xe cty,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,cf khách,Mua đồ hành chính,58.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.01,cơm khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,30.000,Biến phí,Chi phí hành chính
2021.01,5b nước,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,280.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,66.000,Biến phí,Chi phí hành chính
2021.01,cơm khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,160.000,Biến phí,Chi phí hành chính
2021.01,xe cty,Mua đồ hành chính,2.520.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,175.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo khách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,thùng nhựa,Mua đồ hành chính,220.000,Biến phí,Chi phí hành chính
2021.01,bao tay tạp dề,Mua đồ hành chính,90.000,Biến phí,Chi phí hành chính
2021.01,xe cty,Mua đồ hành chính,2.900.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,40.000,Biến phí,Chi phí hành chính
2021.01,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.01,5b nước,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.01,cơm cháo,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.01,grap,Mua đồ hành chính,44.000,Biến phí,Chi phí hành chính
2021.01,ck qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.01,ck qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.01,Qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.01,vp đặng tất,Chi phí Mặt bằng,11.179.000,Định phí,Chi phí QLDN
2021.01,nhà vp teles,Chi phí Mặt bằng,13.000.000,Định phí,Chi phí QLDN
2021.01,bs Linh,Thuê bằng,6.500.000,Định phí,Chi phí QLDN
2021.01,vp 5c,Chi phí Mặt bằng,50.715.000,Định phí,Chi phí QLDN
2021.01,vp 203,Chi phí Mặt bằng,17.000.000,Định phí,Chi phí QLDN
2021.01,điện 5c,Điện + Nước,11.036.000,Định phí,Chi phí hành chính
2021.01,nước 5c,Điện + Nước,500.000,Định phí,Chi phí hành chính
2021.01,điện 203,Điện + Nước,1.756.000,Định phí,Chi phí hành chính
2021.01,đô thị,Mua đồ hành chính,500.000,Biến phí,Chi phí hành chính
2021.01,chi y tế,Bảo hiểm,4.000.000,Định phí,Chi phí QLDN
2021.01,bảo hiểm nv,Bảo hiểm,17.600.000,Định phí,Chi phí QLDN
2021.01,vật liệu tiêu hao,Tiền vật liệu,14.380.000,Biến phí,Chi phí giá vốn
2021.01,công nợ Thanh Ngọc,Tiền vật liệu,50.257.000,Biến phí,Chi phí giá vốn
2021.01,thuốc efa,Tiền vật liệu,2.000.000,Biến phí,Chi phí giá vốn
2021.01,vật dụng,Tiền vật liệu,19.300.000,Biến phí,Chi phí giá vốn
2021.01,máy chụp phim L2,Mua sắm tài sản,23.267.000,Chi phí khác,Chi phí khác
2021.01,tai nghe bộ đàm,Mua sắm tài sản,725.000,Chi phí khác,Chi phí khác
2021.01,máy tính telesale,Mua sắm tài sản,7.300.000,Chi phí khác,Chi phí khác
2021.01,phií cà thẻ t1,Phí cà thẻ,7.130.512,Biến phí,Chi phí bán hàng
2021.01,Lab,Tiền Lab,349.480.000,Biến phí,Chi phí giá vốn
2021.02,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2021.02,hoa trái cây,Mua đồ hành chính,925.000,Biến phí,Chi phí hành chính
2021.02,trái cây,Mua đồ hành chính,795.000,Biến phí,Chi phí hành chính
2021.02,trái cây m30,Mua đồ hành chính,795.000,Biến phí,Chi phí hành chính
2021.02,bánh trưng tét,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2021.02,bánh chưng tét 203,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2021.02,Cúc trưng,Mua đồ hành chính,350.000,Biến phí,Chi phí hành chính
2021.02,nhang vòng,Mua đồ hành chính,100.000,Biến phí,Chi phí hành chính
2021.02,cúng khai trương,Mua đồ hành chính,5.299.000,Biến phí,Chi phí hành chính
2021.02,cúng ngày thần tài,Mua đồ hành chính,600.000,Biến phí,Chi phí hành chính
2021.02,hoa trái cây,Mua đồ hành chính,945.000,Biến phí,Chi phí hành chính
2021.02,cúng m15,Mua đồ hành chính,1.100.000,Biến phí,Chi phí hành chính
2021.02,chè 15n,Mua đồ hành chính,600.000,Biến phí,Chi phí hành chính
2021.02,"dụng cụ vs,bịch rác,quầy tpv",Mua đồ hành chính,5.970.000,Biến phí,Chi phí hành chính
2021.02,"đèn cầy,ly nhựa,tinh dầu oải hương",Mua đồ hành chính,1.200.000,Biến phí,Chi phí hành chính
2021.02,5b nước,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.02,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.02,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.02,cây lau nhà,Mua đồ hành chính,320.000,Biến phí,Chi phí hành chính
2021.02,10th suối,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.02,com khách,Mua đồ hành chính,275.000,Biến phí,Chi phí hành chính
2021.02,xét nghiệm máu khacha,Marketing chạy Quảng cáo,960.000,Biến phí,Chi phí bán hàng
2021.02,Gia hạn mail,Marketing chạy Quảng cáo,1.268.000,Biến phí,Chi phí bán hàng
2021.02,gia hạn web san,Marketing chạy Quảng cáo,1.293.000,Biến phí,Chi phí bán hàng
2021.02,hotline,Marketing chạy Quảng cáo,1.238.000,Biến phí,Chi phí bán hàng
2021.02,mua tool 1 năm,Marketing chạy Quảng cáo,1.500.000,Biến phí,Chi phí bán hàng
2021.02,hotline,Marketing chạy Quảng cáo,500.000,Biến phí,Chi phí bán hàng
2021.02,phí cà thẻ t2,Phí cà thẻ,2.438.070,Biến phí,Chi phí bán hàng
2021.11,phí cà thẻ t11,Phí cà thẻ,9.652.954,Biến phí,Chi phí bán hàng
2021.12,phí cà thẻ t12,Phí cà thẻ,7.312.164,Biến phí,Chi phí bán hàng
2021.02,hotline 0978,Mua đồ hành chính,2.438.070,Biến phí,Chi phí hành chính
2021.02,chìa khóa phòng teles+vp+phích cắm,Mua đồ hành chính,78.000,Biến phí,Chi phí hành chính
2021.02,sinh nhật nv t2+sếp,Mua đồ hành chính,2.245.000,Biến phí,Chi phí hành chính
2021.02,dọn vp,Mua đồ hành chính,2.905.000,Biến phí,Chi phí hành chính
2021.02,chi phường lễ tết,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2021.02,nước lavie vp,Mua đồ hành chính,126.000,Biến phí,Chi phí hành chính
2021.02,bơm mực,Mua đồ hành chính,400.000,Biến phí,Chi phí hành chính
2021.02,lì xì sếp,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2021.02,hạt điều tặng,Mua đồ hành chính,4.950.000,Biến phí,Chi phí hành chính
2021.02,BOD đi ăn,Mua đồ hành chính,2.250.000,Biến phí,Chi phí hành chính
2021.02,lì xì san+vp,Mua đồ hành chính,3.700.000,Biến phí,Chi phí hành chính
2021.02,"giấy A4,A3, bút lông",Mua đồ hành chính,283.000,Biến phí,Chi phí hành chính
2021.02,giấy A0+thuê ghế học,Mua đồ hành chính,925.000,Biến phí,Chi phí hành chính
2021.02,sữa máy hấp,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.02,sửa máy lạnh vp,Mua đồ hành chính,450.000,Biến phí,Chi phí hành chính
2021.02,dẫn thầy đi ăn,Mua đồ hành chính,2.500.000,Biến phí,Chi phí hành chính
2021.02,hs bệnh án,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.02,cty dẫn thầy liên hoan,Mua đồ hành chính,3.190.000,Biến phí,Chi phí hành chính
2021.02,khoá học thầy Tường,Mua đồ hành chính,20.000.000,Biến phí,Chi phí hành chính
2021.02,thi công mạng vp,Mua đồ hành chính,1.232.000,Biến phí,Chi phí hành chính
2021.02,hoa ngày thầy thuốc,Mua đồ hành chính,1.170.000,Biến phí,Chi phí hành chính
2021.02,nc sút miệng phòng dịch,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.02,grap,Mua đồ hành chính,70.000,Biến phí,Chi phí hành chính
2021.02,cơm khách,Mua đồ hành chính,125.000,Biến phí,Chi phí hành chính
2021.02,xe cty,Mua đồ hành chính,2.838.000,Biến phí,Chi phí hành chính
2021.02,bãi xe,Mua đồ hành chính,950.000,Biến phí,Chi phí hành chính
2021.02,xe cty,Mua đồ hành chính,2.850.000,Biến phí,Chi phí hành chính
2021.02,ck qc,Marketing chạy Quảng cáo,50.000.000,Biến phí,Chi phí bán hàng
2021.02,qc san,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.02,ck qc,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.02,qc san,Marketing chạy Quảng cáo,30.000.000,Biến phí,Chi phí bán hàng
2021.02,bs Nguyễn,Thuê bằng,48.000.000,Định phí,Chi phí QLDN
2021.02,bs Linh,Thuê bằng,6.500.000,Định phí,Chi phí QLDN
2021.02,đô thị,Mua đồ hành chính,500.000,Biến phí,Chi phí hành chính
2021.02,chi y tế,Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2021.02,5C,Chi phí Mặt bằng,50.715.000,Định phí,Chi phí QLDN
2021.02,203 đ,Chi phí Mặt bằng,17.000.000,Định phí,Chi phí QLDN
2021.02,điện 5C,Điện + Nước,10.060.000,Định phí,Chi phí hành chính
2021.02,điện nước 203,Điện + Nước,2.100.000,Định phí,Chi phí hành chính
2021.02,điện vp teles,Điện + Nước,1.686.000,Định phí,Chi phí hành chính
2021.02,ck xe cty,Mua đồ hành chính,15.000.000,Biến phí,Chi phí hành chính
2021.02,điện vp,Điện + Nước,1.410.000,Định phí,Chi phí hành chính
2021.02,bảo hiểm,Bảo hiểm,14.838.000,Định phí,Chi phí QLDN
2021.02,hd implant t1+2,Tiền vật liệu,23.266.000,Biến phí,Chi phí giá vốn
2021.02,thuốc hạ sốt,Tiền vật liệu,2.500.000,Biến phí,Chi phí giá vốn
2021.02,LAB,Tiền Lab,69.963.200,Biến phí,Chi phí giá vốn
2021.02,Lương cứng t2,Lương,267.596.558,Định phí,Chi phí QLDN
2021.02,Lương KPI t2,KPI,79.840.750,Biến phí,Chi phí bán hàng
2021.03,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2021.03,phí cà thẻ t3,Phí cà thẻ,10.116.660,Biến phí,Chi phí bán hàng
2021.03,hoa trái cây,Mua đồ hành chính,845.000,Biến phí,Chi phí hành chính
2021.03,hoa trái cây,Mua đồ hành chính,915.000,Biến phí,Chi phí hành chính
2021.03,m2,Mua đồ hành chính,895.000,Biến phí,Chi phí hành chính
2021.03,hoa trái cây,Mua đồ hành chính,910.000,Biến phí,Chi phí hành chính
2021.03,hoa trái cây,Mua đồ hành chính,915.000,Biến phí,Chi phí hành chính
2021.03,m16,Mua đồ hành chính,926.000,Biến phí,Chi phí hành chính
2021.03,hoa trái cây,Mua đồ hành chính,885.000,Biến phí,Chi phí hành chính
2021.03,chè 5c+vp 31n,Mua đồ hành chính,1.240.000,Biến phí,Chi phí hành chính
2021.03,"tinh dầu, các loại chất tẩy rửa đồ vs, đồ ăn quầy tpv, bịch, ly...",Mua đồ hành chính,8.281.000,Biến phí,Chi phí hành chính
2021.03,"tinh dầu, các loại chất tẩy rửa, đồ vs bên vp",Mua đồ hành chính,926.000,Biến phí,Chi phí hành chính
2021.03,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.03,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.03,5b nước nv,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.03,nước bình,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.03,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.03,10th nước,Mua đồ hành chính,750.000,Biến phí,Chi phí hành chính
2021.03,dphuc bs Linh,Mua đồ hành chính,1.300.000,Biến phí,Chi phí hành chính
2021.03,dphuc bv và tài xế,Mua đồ hành chính,1.083.000,Biến phí,Chi phí hành chính
2021.03,đầu bàn chải,Marketing chạy Quảng cáo,530.000,Biến phí,Chi phí bán hàng
2021.03,10th kin,Marketing chạy Quảng cáo,12.000.000,Biến phí,Chi phí bán hàng
2021.03,dù quảng cáo,Marketing chạy Quảng cáo,3.600.000,Biến phí,Chi phí bán hàng
2021.03,viết LT,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.03,ck bút tặng đối tác,Mua đồ hành chính,10.000.000,Biến phí,Chi phí hành chính
2021.03,nước súc miệng,Mua đồ hành chính,758.000,Biến phí,Chi phí hành chính
2021.03,bóng đèn vp,Mua đồ hành chính,280.000,Biến phí,Chi phí hành chính
2021.03,viết,Mua đồ hành chính,100.000,Biến phí,Chi phí hành chính
2021.03,quẹt,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2021.03,nước lavie vp,Mua đồ hành chính,462.000,Biến phí,Chi phí hành chính
2021.03,bìa còng,Mua đồ hành chính,574.000,Biến phí,Chi phí hành chính
2021.03,in vhpv,Mua đồ hành chính,810.000,Biến phí,Chi phí hành chính
2021.03,in câu tăng động lực,Mua đồ hành chính,390.000,Biến phí,Chi phí hành chính
2021.03,net vp 6th,Mua đồ hành chính,2.118.000,Biến phí,Chi phí hành chính
2021.03,Gia hạn mail,Mua đồ hành chính,1.268.000,Biến phí,Chi phí hành chính
2021.03,rổ đựng dụng cụ,Mua đồ hành chính,100.000,Biến phí,Chi phí hành chính
2021.03,rác,Mua đồ hành chính,110.000,Biến phí,Chi phí hành chính
2021.03,in,Mua đồ hành chính,250.000,Biến phí,Chi phí hành chính
2021.03,chân bảng,Mua đồ hành chính,650.000,Biến phí,Chi phí hành chính
2021.03,sn nv,Mua đồ hành chính,645.000,Biến phí,Chi phí hành chính
2021.03,rèm phòng aq và teles,Mua đồ hành chính,2.705.000,Biến phí,Chi phí hành chính
2021.03,hotline 0342xxx,Mua đồ hành chính,410.000,Biến phí,Chi phí hành chính
2021.03,chổi xô cho xe cty,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.03,4 tấm phim chụp,Mua đồ hành chính,6.000.000,Biến phí,Chi phí hành chính
2021.03,dán decal,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2021.03,mua Base,Mua đồ hành chính,46.680.000,Biến phí,Chi phí hành chính
2021.03,chi nhãn hiệu độc quyền SD,Mua đồ hành chính,4.500.000,Biến phí,Chi phí hành chính
2021.03,dán logo san,Mua đồ hành chính,100.000,Biến phí,Chi phí hành chính
2021.03,công chứng hs,Mua đồ hành chính,30.000,Biến phí,Chi phí hành chính
2021.03,bánh để họp,Mua đồ hành chính,150.000,Biến phí,Chi phí hành chính
2021.03,Camera san,Mua đồ hành chính,6.050.000,Biến phí,Chi phí hành chính
2021.03,công chứng hs,Mua đồ hành chính,95.000,Biến phí,Chi phí hành chính
2021.03,bánh để họp,Mua đồ hành chính,360.000,Biến phí,Chi phí hành chính
2021.03,1office,Mua đồ hành chính,780.000,Biến phí,Chi phí hành chính
2021.03,978 đ,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.03,phim chụp pano,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2021.03,in hình boss tặng khách,Mua đồ hành chính,130.000,Biến phí,Chi phí hành chính
2021.03,xq khách samsug,Mua đồ hành chính,600.000,Biến phí,Chi phí hành chính
2021.03,mua voiceover,Mua đồ hành chính,1.809.000,Biến phí,Chi phí hành chính
2021.03,đồ che xe,Mua đồ hành chính,130.000,Biến phí,Chi phí hành chính
2021.03,phí tiếp khách san,Tiếp khách,818.000,Định phí,Chi phí hành chính
2021.03,rác,Mua đồ hành chính,229.000,Biến phí,Chi phí hành chính
2021.03,sửa cửa chính (kính),Mua đồ hành chính,1.700.000,Biến phí,Chi phí hành chính
2021.03,bảng trắng cho MKT,Mua đồ hành chính,303.000,Biến phí,Chi phí hành chính
2021.03,chuột cho teles,Mua đồ hành chính,160.000,Biến phí,Chi phí hành chính
2021.03,cơm khách,Mua đồ hành chính,175.000,Biến phí,Chi phí hành chính
2021.03,gửi xe cty,Mua đồ hành chính,950.000,Biến phí,Chi phí hành chính
2021.03,Xăng xe cty,Mua đồ hành chính,2.522.000,Biến phí,Chi phí hành chính
2021.03,grap khách,Mua đồ hành chính,351.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,71.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,100.000,Biến phí,Chi phí hành chính
2021.03,cơm khacha,Mua đồ hành chính,205.000,Biến phí,Chi phí hành chính
2021.03,xe cty,Mua đồ hành chính,3.295.000,Biến phí,Chi phí hành chính
2021.03,grap khách,Mua đồ hành chính,474.000,Biến phí,Chi phí hành chính
2021.03,cơm khaách,Mua đồ hành chính,125.000,Biến phí,Chi phí hành chính
2021.03,xăng,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2021.03,hút bụi,Mua đồ hành chính,80.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,145.000,Biến phí,Chi phí hành chính
2021.03,xăng,Mua đồ hành chính,800.000,Biến phí,Chi phí hành chính
2021.03,bãi xe,Mua đồ hành chính,850.000,Biến phí,Chi phí hành chính
2021.03,"grap 19,20",Mua đồ hành chính,118.000,Biến phí,Chi phí hành chính
2021.03,com khách,Mua đồ hành chính,170.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,233.000,Biến phí,Chi phí hành chính
2021.03,com khách,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.03,xăng 22-24/03,Mua đồ hành chính,1.050.000,Biến phí,Chi phí hành chính
2021.03,giữ xe đón khách sân bây,Mua đồ hành chính,25.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,88.000,Biến phí,Chi phí hành chính
2021.03,com khách,Mua đồ hành chính,75.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,120.000,Biến phí,Chi phí hành chính
2021.03,com khách,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2021.03,cơm khaách,Mua đồ hành chính,105.000,Biến phí,Chi phí hành chính
2021.03,cháo khách,Mua đồ hành chính,74.000,Biến phí,Chi phí hành chính
2021.03,grap,Mua đồ hành chính,30.000,Biến phí,Chi phí hành chính
2021.03,xăng,Mua đồ hành chính,795.000,Biến phí,Chi phí hành chính
