THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2023.11,Phí trả góp 56649,Marketing chạy Quảng cáo,1.638.000,Biến phí,Chi phí bán hàng
2023.11,phí cà thẻ t11,Phí cà thẻ,3.358.250,Biến phí,Chi phí bán hàng
2023.11,Hosting san,Mua đồ hành chính,2.068.330,Biến phí,Chi phí hành chính
2023.11,chi phường,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.11,cây lăn bụi,Mua đồ hành chính,115.000,Biến phí,Chi phí hành chính
2023.11,cây lau nhà,Mua đồ hành chính,330.000,Biến phí,Chi phí hành chính
2023.11,chai xịt keo,Mua đồ hành chính,90.000,Biến phí,Chi phí hành chính
2023.11,hotline,Mua đồ hành chính,843.000,Biến phí,Chi phí hành chính
2023.11,3G 2 năm cho tài xế,Mua đồ hành chính,1.440.000,Biến phí,Chi phí hành chính
2023.11,Video đặt làm t10,Mua đồ hành chính,5.900.000,Biến phí,Chi phí hành chính
2023.11,Làm tiktok,Mua đồ hành chính,49.000.000,Biến phí,Chi phí hành chính
2023.11,Seo web,Mua đồ hành chính,10.000.000,Biến phí,Chi phí hành chính
