THÁNG,NGÀY,TIỀN MẶT,CÀ THẺ,THỰC NHẬN CÀ THẺ,CHUYỂN KHOẢN,TRẢ CỌC,TỔNG,TỔNG TRỪ PHÍ CÀ THẺ
2025.05,06/05/2025,11.132.000,43.751.000,42.963.482,99.471.000,0,154.354.000,153.566.482
2025.05,07/05/2025,9.056.000,7.017.500,6.892.110,71.993.000,0,88.066.500,87.941.110
2025.05,08/05/2025,15.160.000,9.995.000,9.805.190,44.214.000,0,69.369.000,69.179.190
2025.05,09/05/2025,14.270.000,5.580.000,5.498.935,81.669.000,0,101.519.000,101.437.935
2025.05,10/05/2025,18.323.000,12.752.000,12.522.464,61.033.727,0,92.108.727,91.879.191
2025.05,11/05/2025,36.576.000,24.947.000,24.503.343,94.261.000,0,155.784.000,155.340.343
2025.05,12/05/2025,13.245.000,1.600.000,1.571.200,19.029.000,0,33.874.000,33.845.200
2025.05,13/05/2025,17.497.000,40.300.000,39.574.600,57.600.500,0,115.397.500,114.672.100
2025.05,14/05/2025,9.390.000,15.360.000,15.128.720,90.952.000,0,115.702.000,115.470.720
2025.05,15/05/2025,17.216.000,5.163.000,5.070.066,70.255.500,0,92.634.500,92.541.566
2025.05,16/05/2025,17.200.000,1.300.000,1.289.600,23.062.000,0,41.562.000,41.551.600
2025.05,17/05/2025,40.608.000,7.660.000,7.522.120,153.967.000,0,202.235.000,202.097.120
2025.05,18/05/2025,52.755.000,11.135.000,10.934.570,100.216.000,0,164.106.000,163.905.570
2025.05,19/05/2025,9.051.000,745.000,731.059,37.174.000,0,46.970.000,46.956.059
2025.05,20/05/2025,8.145.000,6.140.000,6.039.280,41.905.000,0,56.190.000,56.089.280
2025.05,21/05/2025,15.985.000,5.660.000,5.558.120,26.970.000,0,48.615.000,48.513.120
2025.05,22/05/2025,13.428.000,5.610.000,5.509.020,138.249.000,0,157.287.000,157.186.020
2025.05,23/05/2025,28.350.000,0,0,75.537.000,0,103.887.000,103.887.000
2025.05,24/05/2025,29.345.000,5.160.000,5.098.720,58.585.000,0,93.090.000,93.028.720
2025.05,25/05/2025,36.100.000,16.240.000,15.966.430,61.706.818,0,114.046.818,113.773.248
2025.05,26/05/2025,8.030.500,0,0,53.430.000,0,61.460.500,61.460.500
2025.05,27/05/2025,20.068.000,0,0,60.044.500,0,80.112.500,80.112.500
2025.05,28/05/2025,9.098.000,6.107.000,5.996.094,47.589.000,0,62.794.000,62.683.094
2025.05,29/05/2025,5.160.000,6.020.000,5.957.040,24.913.000,0,36.093.000,36.030.040
2025.05,30/05/2025,5.930.000,4.195.000,4.119.490,40.888.000,0,51.013.000,50.937.490
2025.05,31/05/2025,19.335.000,8.199.333,8.048.871,46.711.000,0,74.245.333,74.094.871
2025.06,01/06/2025,59.688.000,18.145.000,17.818.390,117.201.116,0,195.034.116,194.707.506
2025.06,02/06/2025,9.075.000,4.200.000,4.124.400,20.359.000,0,33.634.000,33.558.400
2025.06,03/06/2025,11.895.000,6.010.000,5.901.820,67.653.000,0,85.558.000,85.449.820
2025.06,04/06/2025,11.257.000,18.162.500,17.821.500,58.533.000,0,87.952.500,87.611.500
2025.06,05/06/2025,25.746.000,29.248.000,28.721.736,81.146.000,0,136.140.000,135.613.736
2025.06,06/06/2025,14.185.000,16.645.000,16.366.440,40.166.166,0,70.996.166,70.717.606
2025.06,07/06/2025,15.963.000,20.135.500,19.773.061,48.091.818,900.000,83.290.318,82.927.879
2025.06,08/06/2025,36.118.000,23.720.444,23.345.476,123.000.817,0,182.839.261,182.464.293
2025.06,09/06/2025,5.912.000,1.022.500,1.004.095,69.025.000,0,75.959.500,75.941.095
2025.06,10/06/2025,7.376.000,2.583.000,2.536.506,24.679.500,0,34.638.500,34.592.006
2025.06,11/06/2025,26.696.000,8.582.000,8.427.524,87.927.333,0,123.205.333,123.050.857
2025.06,12/06/2025,22.220.000,18.986.000,18.644.252,84.382.000,4.000.000,121.588.000,121.246.252
2025.06,13/06/2025,3.285.000,4.375.000,4.296.650,109.352.000,0,117.012.000,116.933.650
2025.06,14/06/2025,48.653.000,15.160.000,14.916.720,95.053.000,0,158.866.000,158.622.720
2025.06,15/06/2025,26.795.000,27.499.000,27.062.618,81.968.000,0,136.262.000,135.825.618
2025.06,16/06/2025,35.740.000,4.911.000,4.822.602,44.980.000,0,85.631.000,85.542.602
2025.06,17/06/2025,78.738.000,4.367.000,4.291.894,72.010.000,0,155.115.000,155.039.894
2025.06,18/06/2025,10.383.000,10.777.000,10.572.014,51.077.818,0,72.237.818,72.032.832
2025.06,19/06/2025,32.241.000,19.872.000,19.514.304,118.846.000,0,170.959.000,170.601.304
2025.06,20/06/2025,55.200.000,0,0,100.981.000,0,156.181.000,156.181.000
2025.06,21/06/2025,72.555.000,9.130.000,8.964.260,175.758.000,0,257.443.000,257.277.260
2025.06,22/06/2025,58.896.000,7.120.000,6.991.840,127.900.500,400.000,193.516.500,193.388.340
2025.06,23/06/2025,14.490.000,6.000.000,5.889.900,42.410.000,0,62.900.000,62.789.900
2025.06,24/06/2025,11.343.000,1.550.000,1.515.900,70.936.800,0,83.829.800,83.795.700
2025.06,25/06/2025,15.090.000,495.000,486.090,64.462.000,0,80.047.000,80.038.090
2025.06,26/06/2025,7.403.000,31.150.000,30.644.300,53.470.500,0,92.023.500,91.517.800
2025.06,27/06/2025,35.241.000,3.800.000,3.731.600,88.463.332,0,127.504.332,127.435.932
2025.06,28/06/2025,11.685.000,2.750.000,2.700.500,84.223.000,0,98.658.000,98.608.500
2025.06,29/06/2025,49.085.000,11.809.166,11.596.601,100.150.695,2.000.000,159.044.861,158.832.296
2025.06,30/06/2025,14.613.000,17.216.000,16.906.112,23.383.000,400.000,54.812.000,54.502.112
2025.07,01/07/2025,10.640.000,6.100.000,5.990.200,133.614.846,0,150.354.846,150.245.046
2025.07,02/07/2025,39.177.000,8.560.000,8.405.920,60.845.500,0,108.582.500,108.428.420
2025.07,03/07/2025,13.195.000,5.970.000,5.862.540,88.720.000,0,107.885.000,107.777.540
2025.07,04/07/2025,22.321.000,11.140.000,10.960.730,91.310.500,0,124.771.500,124.592.230
2025.07,05/07/2025,15.547.000,23.850.000,23.452.300,101.732.000,0,141.129.000,140.731.300
2025.07,06/07/2025,40.014.000,35.646.000,35.004.372,182.486.666,0,258.146.666,257.505.038
2025.07,07/07/2025,9.808.000,0,0,66.378.000,2.000.000,74.186.000,74.186.000
2025.07,08/07/2025,17.500.000,2.933.000,2.880.206,37.225.000,0,57.658.000,57.605.206
2025.07,09/07/2025,17.278.000,5.161.000,5.068.102,54.648.333,0,77.087.333,76.994.435
2025.07,10/07/2025,46.856.000,7.853.000,7.710.746,54.207.000,0,108.916.000,108.773.746
2025.07,11/07/2025,10.495.000,3.000.000,2.946.000,42.631.000,0,56.126.000,56.072.000
2025.07,12/07/2025,18.356.000,25.212.000,24.784.184,49.150.000,0,92.718.000,92.290.184
2025.07,13/07/2025,25.607.000,60.452.000,59.363.864,107.006.833,0,193.065.833,191.977.697
2025.07,14/07/2025,8.300.000,16.466.000,16.169.612,76.623.000,0,101.389.000,101.092.612
2025.07,15/07/2025,26.422.000,4.560.000,4.477.920,125.106.000,0,156.088.000,156.005.920
2025.07,16/07/2025,55.640.000,5.160.000,5.067.120,38.948.500,0,99.748.500,99.655.620
2025.07,17/07/2025,97.860.000,0,0,102.514.000,0,200.374.000,200.374.000
2025.07,18/07/2025,26.305.000,1.560.000,1.531.920,108.021.666,850.000,135.036.666,135.008.586
2025.07,19/07/2025,37.164.000,27.928.500,27.435.787,90.743.818,0,155.836.318,155.343.605
2025.07,20/07/2025,45.341.000,4.775.000,4.689.050,71.469.500,0,121.585.500,121.499.550
2025.07,21/07/2025,19.120.000,5.710.000,5.607.220,63.114.000,1.000.000,86.944.000,86.841.220
2025.07,22/07/2025,30.914.000,6.160.000,6.049.120,48.736.000,0,85.810.000,85.699.120
2025.07,23/07/2025,9.572.000,6.272.000,6.177.474,41.475.000,0,57.319.000,57.224.474
2025.07,24/07/2025,28.300.000,18.236.444,17.935.688,102.673.000,0,149.209.444,148.908.688
2025.07,25/07/2025,19.655.000,2.182.000,2.142.724,21.606.000,0,43.443.000,43.403.724
2025.07,26/07/2025,17.393.000,2.000.000,1.964.000,27.819.000,200.000,47.012.000,46.976.000
2025.07,27/07/2025,47.952.000,26.829.166,26.346.241,100.002.818,0,174.783.984,174.301.059
2025.07,28/07/2025,9.962.000,7.754.000,7.603.428,59.654.000,0,77.370.000,77.219.428
2025.07,29/07/2025,26.113.000,0,0,44.639.000,0,70.752.000,70.752.000
2025.07,30/07/2025,25.515.000,0,0,44.943.909,0,70.458.909,70.458.909
2025.07,31/07/2025,40.620.000,6.230.000,6.112.460,71.832.700,0,118.682.700,118.565.160
2025.08,01/08/2025,17.040.000,13.385.000,13.144.070,73.405.714,0,103.830.714,103.589.784
2025.08,02/08/2025,18.579.000,8.286.000,8.136.852,50.587.000,0,77.452.000,77.302.852
2025.08,03/08/2025,35.213.000,13.904.000,13.653.728,76.091.195,0,125.208.195,124.957.923
2025.08,04/08/2025,9.233.000,19.884.000,19.526.088,35.600.000,0,64.717.000,64.359.088
2025.08,05/08/2025,10.740.000,37.718.000,37.039.076,36.008.000,0,84.466.000,83.787.076
2025.08,06/08/2025,0,0,0,0,0,0,0
2025.08,07/08/2025,0,0,0,0,0,0,0
2025.08,08/08/2025,40.545.000,4.900.000,4.792.200,58.251.000,500.000,103.196.000,103.088.200
2025.08,09/08/2025,26.057.000,2.708.000,2.659.256,140.528.818,13.700.000,155.593.818,155.545.074
2025.08,10/08/2025,29.923.333,66.203.000,66.011.346,81.505.000,0,177.631.333,177.439.679
2025.08,11/08/2025,15.193.000,8.678.000,8.521.796,56.774.000,0,80.645.000,80.488.796
2025.08,12/08/2025,30.344.000,6.696.000,6.575.472,140.340.500,0,177.380.500,177.259.972
2025.08,13/08/2025,27.397.000,23.962.500,23.562.900,84.252.000,0,135.611.500,135.211.900
2025.08,14/08/2025,18.511.000,12.730.000,12.510.912,72.658.000,0,103.899.000,103.679.912
2025.08,15/08/2025,25.625.000,6.855.000,6.752.855,63.050.500,1.000.000,94.530.500,94.428.355
2025.08,16/08/2025,18.940.000,3.633.000,3.567.606,68.991.500,0,91.564.500,91.499.106
2025.08,17/08/2025,40.154.000,7.510.000,7.374.820,108.251.333,0,155.915.333,155.780.153
2025.08,18/08/2025,26.811.000,9.560.000,9.373.580,57.770.000,30.050.000,64.091.000,63.904.580
2025.08,19/08/2025,31.766.000,13.040.000,12.785.720,30.256.000,3.500.000,71.562.000,71.307.720
2025.08,20/08/2025,15.496.000,4.512.000,4.424.016,50.369.500,0,70.377.500,70.289.516
2025.08,21/08/2025,27.095.500,7.837.000,7.695.934,39.813.000,0,74.745.500,74.604.434
2025.08,22/08/2025,2.385.000,0,0,22.919.000,0,25.304.000,25.304.000
2025.08,23/08/2025,16.395.000,14.520.000,14.358.640,63.978.500,0,94.893.500,94.732.140
2025.08,24/08/2025,53.689.000,13.639.166,13.421.161,60.708.818,0,128.036.984,127.818.979
2025.08,25/08/2025,17.974.000,4.237.000,4.160.734,46.832.000,1.000.000,68.043.000,67.966.734
2025.08,26/08/2025,10.665.000,3.035.000,2.978.045,39.260.000,0,52.960.000,52.903.045
2025.08,27/08/2025,23.967.000,3.206.000,3.148.292,102.146.909,0,129.319.909,129.262.201
2025.08,28/08/2025,27.843.000,16.780.000,16.477.960,49.516.500,0,94.139.500,93.837.460
2025.08,29/08/2025,9.139.000,21.710.000,21.319.210,77.293.500,0,108.142.500,107.751.710
2025.08,30/08/2025,7.380.000,11.920.000,9.486.120,77.724.000,0,97.024.000,94.590.120
2025.08,31/08/2025,28.352.000,12.224.000,11.728.040,53.488.666,0,94.064.666,93.568.706
2025.09,01/09/2025,745.000,16.150.000,15.859.300,22.230.000,0,39.125.000,38.834.300
2025.09,02/09/2025,0,0,0,0,0,0,0
2025.09,03/09/2025,28.583.000,7.333.500,6.030.462,29.628.000,0,65.544.500,64.241.462
2025.09,04/09/2025,14.954.000,11.283.000,11.094.829,76.523.000,0,102.760.000,102.571.829
2025.09,05/09/2025,3.797.000,5.760.000,5.677.570,74.845.214,0,84.402.214,84.319.784
2025.09,06/09/2025,8.497.000,16.765.000,16.467.080,78.442.000,0,103.704.000,103.406.080
2025.09,07/09/2025,63.279.000,19.899.000,19.543.818,65.157.500,0,148.335.500,147.980.318
2025.09,08/09/2025,12.522.000,4.301.000,4.223.582,52.801.000,0,69.624.000,69.546.582
2025.09,09/09/2025,6.211.000,59.197.000,58.151.454,78.042.000,0,143.450.000,142.404.454
2025.09,10/09/2025,12.910.000,17.472.000,17.188.304,47.530.000,0,77.912.000,77.628.304
2025.09,11/09/2025,10.620.000,10.823.000,10.628.186,66.001.818,500.000,86.944.818,86.750.004
2025.09,12/09/2025,9.630.000,4.850.000,4.762.700,22.378.000,0,36.858.000,36.770.700
2025.09,13/09/2025,22.140.000,13.317.000,13.077.294,48.565.000,0,84.022.000,83.782.294
2025.09,14/09/2025,47.736.000,19.757.000,19.395.426,92.369.833,0,159.862.833,159.501.259
2025.09,15/09/2025,18.126.000,7.225.000,7.094.950,72.771.500,0,98.122.500,97.992.450
2025.09,16/09/2025,10.715.000,17.068.000,16.763.776,85.738.500,0,113.521.500,113.217.276
2025.09,17/09/2025,16.783.000,1.330.000,1.306.060,90.640.000,0,108.753.000,108.729.060
2025.09,18/09/2025,22.071.000,9.970.000,9.790.520,64.507.500,950.000,95.598.500,95.419.020
2025.09,19/09/2025,31.694.000,2.750.000,2.700.500,41.045.000,0,75.489.000,75.439.500
2025.09,20/09/2025,25.274.000,10.078.000,9.884.116,133.646.000,0,168.998.000,168.804.116
2025.09,21/09/2025,58.289.000,23.755.000,23.327.410,93.887.500,0,175.931.500,175.503.910
2025.09,22/09/2025,4.100.000,5.320.000,5.224.240,43.168.818,0,52.588.818,52.493.058
2025.09,23/09/2025,17.451.000,1.600.000,1.587.200,80.013.000,0,99.064.000,99.051.200
2025.09,24/09/2025,800.000,11.037.000,10.838.334,52.360.500,400.000,63.797.500,63.598.834
2025.09,25/09/2025,14.886.000,3.524.444,3.461.004,39.113.832,0,57.524.276,57.460.836
2025.09,26/09/2025,21.928.000,13.776.000,13.571.782,67.681.000,0,103.385.000,103.180.782
2025.09,27/09/2025,18.705.000,25.417.000,24.946.854,59.408.575,0,103.530.575,103.060.429
2025.09,28/09/2025,36.214.000,9.805.000,9.618.870,65.007.000,0,111.026.000,110.839.870
2025.09,29/09/2025,525.000,0,0,34.949.000,0,35.474.000,35.474.000
2025.09,30/09/2025,3.861.000,13.114.000,12.877.948,33.962.000,0,50.937.000,50.700.948
2025.10,01/10/2025,13.135.000,6.692.500,6.572.960,37.376.000,0,57.203.500,57.083.960
2025.10,02/10/2025,20.024.000,1.450.000,1.413.750,61.866.000,0,83.340.000,83.303.750
2025.10,03/10/2025,3.396.000,12.004.000,11.687.412,64.044.000,0,79.444.000,79.127.412
2025.10,04/10/2025,15.820.000,56.428.500,55.010.287,55.576.000,0,127.824.500,126.406.287
2025.10,05/10/2025,38.697.000,12.588.000,12.267.696,150.795.000,0,202.080.000,201.759.696
2025.10,06/10/2025,46.764.000,7.800.000,7.593.750,60.277.000,0,114.841.000,114.634.750
2025.10,07/10/2025,520.000,1.875.000,1.828.125,41.682.500,0,44.077.500,44.030.625
2025.10,08/10/2025,23.025.000,10.968.000,10.693.800,33.107.000,0,67.100.000,66.825.800
2025.10,09/10/2025,33.909.000,9.283.000,9.076.425,37.531.500,0,80.723.500,80.516.925
2025.10,10/10/2025,10.598.000,1.600.000,1.560.000,51.860.000,1.300.000,62.758.000,62.718.000
2025.10,11/10/2025,19.439.000,15.915.000,15.552.145,94.086.000,0,129.440.000,129.077.145
2025.10,12/10/2025,36.871.000,53.373.000,52.038.675,101.334.818,0,191.578.818,190.244.493
2025.10,13/10/2025,11.226.000,11.768.000,11.473.800,59.352.000,0,82.346.000,82.051.800
2025.10,14/10/2025,12.614.000,1.685.000,1.642.875,45.218.000,0,59.517.000,59.474.875
2025.10,15/10/2025,15.048.666,4.525.000,4.411.875,63.523.636,0,83.097.302,82.984.177
2025.10,16/10/2025,13.143.000,5.060.000,4.980.250,36.368.000,0,54.571.000,54.491.250
2025.10,17/10/2025,20.774.000,0,0,62.693.909,0,83.467.909,83.467.909
2025.10,18/10/2025,32.457.000,11.993.000,11.671.134,104.193.909,400.000,148.243.909,147.922.043
2025.10,19/10/2025,40.450.000,12.583.000,12.268.425,135.890.833,0,188.923.833,188.609.258
2025.10,20/10/2025,10.789.000,5.653.000,5.511.675,66.171.318,0,82.613.318,82.471.993
2025.10,21/10/2025,23.636.000,1.500.000,1.462.500,100.727.000,0,125.863.000,125.825.500
2025.10,22/10/2025,10.812.000,4.390.000,4.280.250,41.552.000,0,56.754.000,56.644.250
2025.10,23/10/2025,6.089.000,3.733.000,3.639.675,74.280.000,0,84.102.000,84.008.675
2025.10,24/10/2025,19.086.000,52.555.000,51.125.835,54.730.000,400.000,125.971.000,124.541.835
2025.10,25/10/2025,37.112.000,21.990.000,21.437.250,56.075.000,1.000.000,114.177.000,113.624.250
2025.10,26/10/2025,30.595.000,8.401.666,8.191.624,62.093.000,500.000,100.589.666,100.379.624
2025.10,27/10/2025,4.970.000,4.450.000,4.338.750,63.736.595,0,73.156.595,73.045.345
2025.10,28/10/2025,12.135.000,4.400.000,4.317.200,75.821.000,500.000,91.856.000,91.773.200
2025.10,29/10/2025,13.500.000,18.830.000,18.359.250,75.668.000,0,107.998.000,107.527.250
2025.10,30/10/2025,4.903.000,13.340.000,13.006.500,57.208.000,0,75.451.000,75.117.500
2025.10,31/10/2025,51.027.000,3.571.000,3.475.692,47.061.000,0,101.659.000,101.563.692
2025.11,01/11/2025,,,,,,,
2025.11,02/11/2025,,,,,,,
2025.11,03/11/2025,,,,,,,
2025.11,04/11/2025,,,,,,,
2025.11,05/11/2025,,,,,,,
2025.11,06/11/2025,,,,,,,
2025.11,07/11/2025,,,,,,,
2025.11,08/11/2025,,,,,,,
2025.11,09/11/2025,,,,,,,
2025.11,10/11/2025,,,,,,,
2025.11,11/11/2025,,,,,,,
2025.11,12/11/2025,,,,,,,
2025.11,13/11/2025,,,,,,,
2025.11,14/11/2025,,,,,,,
2025.11,15/11/2025,,,,,,,
2025.11,16/11/2025,,,,,,,
2025.11,17/11/2025,,,,,,,
2025.11,18/11/2025,,,,,,,
2025.11,19/11/2025,,,,,,,
2025.11,20/11/2025,,,,,,,
2025.11,21/11/2025,,,,,,,
2025.11,22/11/2025,,,,,,,
2025.11,23/11/2025,,,,,,,
2025.11,24/11/2025,,,,,,,
2025.11,25/11/2025,,,,,,,
2025.11,26/11/2025,,,,,,,
2025.11,27/11/2025,,,,,,,
2025.11,28/11/2025,,,,,,,
2025.11,29/11/2025,,,,,,,
2025.11,30/11/2025,,,,,,,
2025.12,01/12/2025,,,,,,,
2025.12,02/12/2025,,,,,,,
2025.12,03/12/2025,,,,,,,
2025.12,04/12/2025,,,,,,,
2025.12,05/12/2025,,,,,,,
2025.12,06/12/2025,,,,,,,
2025.12,07/12/2025,,,,,,,
2025.12,08/12/2025,,,,,,,
2025.12,09/12/2025,,,,,,,
2025.12,10/12/2025,,,,,,,
2025.12,11/12/2025,,,,,,,
2025.12,12/12/2025,,,,,,,
2025.12,13/12/2025,,,,,,,
2025.12,14/12/2025,,,,,,,
2025.12,15/12/2025,,,,,,,
2025.12,16/12/2025,,,,,,,
2025.12,17/12/2025,,,,,,,
2025.12,18/12/2025,,,,,,,
2025.12,19/12/2025,,,,,,,
2025.12,20/12/2025,,,,,,,
2025.12,21/12/2025,,,,,,,
2025.12,22/12/2025,,,,,,,
2025.12,23/12/2025,,,,,,,
2025.12,24/12/2025,,,,,,,
2025.12,25/12/2025,,,,,,,
2025.12,26/12/2025,,,,,,,
2025.12,27/12/2025,,,,,,,
2025.12,28/12/2025,,,,,,,
2025.12,29/12/2025,,,,,,,
2025.12,30/12/2025,,,,,,,
2025.12,31/12/2025,,,,,,,
