THÁNG,NGÀY,TIỀN MẶT,CÀ THẺ,THỰC NHẬN CÀ THẺ,CHUYỂN KHOẢN,TRẢ CỌC,TỔNG,TỔNG TRỪ PHÍ CÀ THẺ
2023.10,06/10/2023,9.350.000,23.155.000,22.862.320,36.052.000,0,68.557.000,68.264.320
2023.10,07/10/2023,16.480.000,10.530.000,10.386.520,72.805.000,0,99.815.000,99.671.520
2023.10,08/10/2023,13.155.000,11.555.000,11.382.550,27.250.000,0,51.960.000,51.787.550
2023.10,09/10/2023,11.815.000,2.500.000,2.485.000,27.229.000,0,41.544.000,41.529.000
2023.10,10/10/2023,14.800.000,10.230.000,10.076.820,31.965.000,0,56.995.000,56.841.820
2023.10,11/10/2023,6.408.000,6.495.000,6.391.080,34.730.000,500.000,47.133.000,47.029.080
2023.10,12/10/2023,13.550.000,11.165.000,11.030.860,54.775.000,0,79.490.000,79.355.860
2023.10,13/10/2023,15.442.000,8.120.000,7.990.080,23.865.000,0,47.427.000,47.297.080
2023.10,14/10/2023,9.235.000,36.865.000,36.309.660,29.235.000,0,75.335.000,74.779.660
2023.10,15/10/2023,24.990.000,8.660.000,8.266.300,49.177.000,0,82.827.000,82.433.300
2023.10,16/10/2023,11.055.000,5.095.000,5.013.488,23.605.000,0,39.755.000,39.673.488
2023.10,17/10/2023,6.070.000,6.845.000,6.760.930,6.477.000,0,19.392.000,19.307.930
2023.10,18/10/2023,9.687.000,1.300.000,1.279.200,14.323.333,0,25.310.333,25.289.533
2023.10,19/10/2023,9.270.000,13.050.000,12.841.200,11.960.000,0,34.280.000,34.071.200
2023.10,20/10/2023,3.700.000,17.510.000,17.322.840,24.755.000,0,45.965.000,45.777.840
2023.10,21/10/2023,21.770.000,49.005.000,48.485.220,56.945.000,0,127.720.000,127.200.220
2023.10,22/10/2023,27.980.000,10.275.000,10.110.600,60.435.000,0,98.690.000,98.525.600
2023.10,23/10/2023,7.760.000,8.200.000,8.068.800,33.855.000,0,49.815.000,49.683.800
2023.10,24/10/2023,8.010.000,3.800.000,3.756.800,36.110.000,0,47.920.000,47.876.800
2023.10,25/10/2023,6.170.000,8.750.000,8.607.000,15.842.000,0,30.762.000,30.619.000
2023.10,26/10/2023,3.154.000,11.700.000,11.525.800,57.130.000,0,71.984.000,71.809.800
2023.10,27/10/2023,4.990.000,6.845.000,5.468.730,6.610.000,0,18.445.000,17.068.730
2023.10,28/10/2023,49.445.000,20.980.000,20.613.200,17.192.000,0,87.617.000,87.250.200
2023.10,29/10/2023,23.310.000,41.415.000,40.755.060,28.500.000,0,93.225.000,92.565.060
2023.10,30/10/2023,11.077.000,9.850.000,9.704.400,32.550.000,0,53.477.000,53.331.400
2023.10,31/10/2023,7.160.000,2.470.000,2.430.480,19.705.000,0,29.335.000,29.295.480
2023.11,01/11/2023,8.805.000,9.160.000,9.013.440,26.132.000,500.000,43.597.000,43.450.440
2023.11,02/11/2023,9.700.000,8.740.000,8.666.360,47.050.000,0,65.490.000,65.763.440
2023.11,03/11/2023,18.800.000,4.050.000,3.985.200,36.615.000,500.000,58.965.000,58.900.200
2023.11,04/11/2023,17.570.000,11.720.000,11.572.180,42.425.000,0,71.715.000,71.567.180
2023.11,05/11/2023,20.380.000,7.310.000,7.215.140,44.285.000,0,71.975.000,71.880.140
2023.11,06/11/2023,5.615.000,3.285.000,3.243.640,60.145.000,0,69.045.000,69.003.640
2023.11,07/11/2023,7.250.000,10.850.000,10.683.600,57.285.000,0,75.385.000,75.218.600
2023.11,08/11/2023,3.800.000,1.850.000,1.820.400,18.538.000,0,24.188.000,24.158.400
2023.11,09/11/2023,3.730.000,3.995.000,3.931.080,20.731.666,0,28.456.666,28.392.746
2023.11,10/11/2023,6.292.000,1.200.000,1.180.800,16.960.000,0,24.452.000,24.432.800
2023.11,11/11/2023,11.180.000,8.510.000,8.388.840,15.330.060,0,35.020.060,34.898.900
2023.11,12/11/2023,37.810.000,27.150.000,26.695.900,72.098.333,0,137.058.333,136.604.233
2023.11,13/11/2023,4.060.000,0,0,7.500.000,0,11.560.000,11.560.000
2023.11,14/11/2023,0,0,0,0,0,0,0
2023.11,15/11/2023,0,0,0,0,0,0,0
2023.11,16/11/2023,2.210.000,0,0,5.366.666,0,7.576.666,7.576.666
2023.11,17/11/2023,15.340.000,9.390.000,9.265.260,24.685.714,0,49.415.714,49.290.974
2023.11,18/11/2023,19.450.000,11.300.000,11.145.700,33.990.000,0,64.740.000,64.585.700
2023.11,19/11/2023,25.450.000,23.735.000,23.310.240,89.775.000,0,138.960.000,138.535.240
2023.11,20/11/2023,8.550.000,15.700.000,15.448.800,22.222.000,0,46.472.000,46.220.800
2023.11,21/11/2023,2.925.000,3.520.000,3.456.920,12.120.000,0,18.565.000,18.501.920
2023.11,22/11/2023,2.800.000,17.495.000,17.235.030,35.466.666,0,55.761.666,55.501.696
2023.11,23/11/2023,9.450.000,5.474.000,5.286.416,23.310.000,0,38.234.000,38.046.416
2023.11,24/11/2023,5.870.000,7.000.000,6.912.500,41.702.000,0,54.572.000,54.484.500
2023.11,25/11/2023,30.320.000,12.695.000,12.481.070,85.341.000,0,128.356.000,128.142.070
2023.11,26/11/2023,31.690.000,19.115.000,18.815.160,52.240.000,0,103.045.000,102.745.160
2023.11,27/11/2023,19.817.000,5.300.000,5.226.200,19.110.000,0,44.227.000,44.153.200
2023.11,28/11/2023,10.660.000,5.200.000,5.108.100,21.855.000,0,37.715.000,37.623.100
2023.11,29/11/2023,6.005.000,0,0,19.950.000,0,25.955.000,25.955.000
2023.11,30/11/2023,7.300.000,4.810.000,4.752.000,27.765.000,0,39.875.000,39.817.000
2023.12,01/12/2023,7.400.000,3.870.000,3.808.080,28.242.000,0,39.512.000,39.450.080
2023.12,02/12/2023,18.355.000,9.900.000,9.740.300,84.900.000,0,113.155.000,112.995.300
2023.12,03/12/2023,30.485.000,6.110.000,6.025.240,39.825.555,0,76.420.555,76.335.795
2023.12,04/12/2023,4.400.000,2.500.000,2.452.800,22.400.000,0,29.300.000,29.252.800
2023.12,05/12/2023,9.320.000,3.750.000,3.682.200,30.122.000,0,43.192.000,43.124.200
2023.12,06/12/2023,9.150.000,3.800.000,3.742.200,59.323.000,0,72.273.000,72.215.200
2023.12,07/12/2023,19.755.000,5.250.000,5.166.000,34.670.000,0,59.675.000,59.591.000
2023.12,08/12/2023,16.460.000,8.145.000,8.014.680,33.890.000,300.000,58.495.000,58.364.680
2023.12,09/12/2023,5.200.000,22.560.000,22.254.040,33.725.000,0,61.485.000,61.179.040
2023.12,10/12/2023,31.965.000,6.025.000,5.919.300,43.911.817,0,81.901.817,81.796.117
2023.12,11/12/2023,19.377.000,13.050.000,12.795.200,14.685.000,0,47.112.000,46.857.200
2023.12,12/12/2023,11.625.000,10.550.000,10.396.700,26.270.000,0,48.445.000,48.291.700
2023.12,13/12/2023,17.132.000,8.250.000,8.118.000,64.015.000,0,89.397.000,89.265.000
2023.12,14/12/2023,2.000.000,2.950.000,2.915.800,8.500.000,0,13.450.000,13.415.800
2023.12,15/12/2023,24.780.000,5.535.000,5.446.440,31.572.000,0,61.887.000,61.798.440
2023.12,16/12/2023,4.100.000,6.680.000,6.575.620,15.000.000,0,25.780.000,25.675.620
2023.12,17/12/2023,34.225.000,4.300.000,4.231.200,26.520.000,0,65.045.000,64.976.200
2023.12,18/12/2023,28.212.000,1.660.000,1.633.440,27.595.000,0,57.467.000,57.440.440
2023.12,19/12/2023,9.645.000,8.150.000,8.033.100,13.830.000,0,31.625.000,31.508.100
2023.12,20/12/2023,5.500.000,22.216.666,21.861.199,25.195.000,0,52.911.666,52.556.199
2023.12,21/12/2023,16.715.000,6.500.000,6.399.000,43.780.000,0,66.995.000,66.894.000
2023.12,22/12/2023,9.330.000,10.785.000,10.587.230,17.100.000,0,37.215.000,37.017.230
2023.12,23/12/2023,13.370.000,11.360.000,11.169.240,12.402.380,0,37.132.380,36.941.620
2023.12,24/12/2023,44.825.000,12.675.000,12.472.200,26.305.000,0,83.805.000,83.602.200
2023.12,25/12/2023,9.312.000,6.435.000,6.332.040,44.890.000,0,60.637.000,60.534.040
2023.12,26/12/2023,11.475.000,4.253.846,4.175.784,21.990.000,0,37.718.846,37.640.784
2023.12,27/12/2023,9.475.000,14.350.000,14.130.400,11.455.000,0,35.280.000,35.060.400
2023.12,28/12/2023,14.120.000,10.700.000,10.528.800,31.565.000,0,56.385.000,56.213.800
2023.12,29/12/2023,1.250.000,1.500.000,1.476.000,16.015.000,0,18.765.000,18.741.000
2023.12,30/12/2023,13.190.000,4.950.000,4.886.800,22.570.000,0,40.710.000,40.646.800
2023.12,31/12/2023,21.742.555,9.395.000,9.237.680,36.267.000,0,67.404.555,67.247.235
2024.01,01/01/2024,0,0,0,0,0,0,0
2024.01,02/01/2024,9.895.000,29.515.000,20.046.710,9.665.000,0,49.075.000,19.560.000
2024.01,03/01/2024,13.887.000,12.195.000,11.989.880,25.318.000,0,51.400.000,51.194.880
2024.01,04/01/2024,16.850.000,25.740.000,25.334.660,19.755.000,0,62.345.000,61.939.660
2024.01,05/01/2024,10.050.000,20.050.000,19.730.200,61.067.000,0,91.167.000,90.847.200
2024.01,06/01/2024,24.269.000,68.380.000,67.317.420,36.465.000,0,129.114.000,128.051.420
2024.01,07/01/2024,19.055.000,27.455.000,27.015.720,43.418.333,0,89.928.333,89.489.053
2024.01,08/01/2024,40.495.000,5.505.000,5.421.870,35.787.000,0,81.787.000,81.703.870
2024.01,09/01/2024,12.780.000,4.645.000,4.577.860,17.155.000,0,34.580.000,34.512.860
2024.01,10/01/2024,8.232.000,4.585.000,4.516.590,34.065.000,0,46.882.000,46.813.590
2024.01,11/01/2024,13.145.000,3.250.000,3.198.000,27.380.818,0,43.775.818,43.723.818
2024.01,12/01/2024,11.955.000,7.695.000,7.568.180,47.172.000,0,66.822.000,66.695.180
2024.01,13/01/2024,33.926.000,17.380.000,17.100.450,26.015.000,0,77.321.000,77.041.450
2024.01,14/01/2024,5.950.000,1.660.000,1.633.440,28.690.000,0,36.300.000,36.273.440
2024.01,15/01/2024,6.780.000,7.650.000,7.527.600,43.052.000,0,57.482.000,57.359.600
2024.01,16/01/2024,9.875.000,4.850.000,4.764.300,27.375.000,0,42.100.000,42.014.300
2024.01,17/01/2024,7.245.000,1.450.000,1.426.800,17.286.666,0,25.981.666,25.958.466
2024.01,18/01/2024,10.195.000,7.100.000,6.977.200,40.945.000,0,58.240.000,58.117.200
2024.01,19/01/2024,9.470.000,9.955.000,9.784.800,33.505.000,0,52.930.000,52.759.800
2024.01,20/01/2024,12.907.000,9.190.000,9.035.960,33.171.666,0,55.268.666,55.114.626
2024.01,21/01/2024,23.950.000,13.130.000,12.925.370,33.335.000,0,70.415.000,70.210.370
2024.01,22/01/2024,6.891.000,16.145.000,15.886.370,21.451.666,0,44.487.666,44.229.036
2024.01,23/01/2024,16.305.000,3.715.000,3.655.540,18.177.000,0,38.197.000,38.137.540
2024.01,24/01/2024,7.180.000,245.000,241.080,25.535.000,0,32.960.000,32.956.080
2024.01,25/01/2024,5.900.000,2.100.000,2.061.400,39.465.000,0,47.465.000,47.426.400
2024.01,26/01/2024,28.960.000,4.194.444,4.127.333,37.735.000,0,70.889.444,70.822.333
2024.01,27/01/2024,10.940.000,9.495.000,9.294.680,33.790.555,0,54.225.555,54.025.235
2024.01,28/01/2024,27.715.000,24.010.000,23.625.840,49.224.000,0,100.949.000,100.564.840
2024.01,29/01/2024,12.965.000,3.095.000,3.049.010,7.070.000,0,23.130.000,23.084.010
2024.01,30/01/2024,7.495.000,15.245.000,15.001.080,19.940.000,0,42.680.000,42.436.080
2024.01,31/01/2024,4.590.000,2.450.000,2.410.800,28.982.000,0,36.022.000,35.982.800
2024.02,01/02/2024,17.810.000,19.265.000,18.933.460,30.231.000,0,67.306.000,66.974.460
2024.02,02/02/2024,7.900.000,12.790.000,12.573.360,35.035.000,0,55.725.000,55.508.360
2024.02,03/02/2024,20.075.000,8.750.000,8.643.500,25.415.000,0,54.240.000,54.133.500
2024.02,04/02/2024,5.450.000,2.500.000,2.442.160,5.850.000,0,13.800.000,13.742.160
2024.02,05/02/2024,0,0,0,0,0,0,0
2024.02,06/02/2024,0,0,0,0,0,0,0
2024.02,07/02/2024,0,0,0,0,0,0,0
2024.02,08/02/2024,0,0,0,0,0,0,0
2024.02,09/02/2024,0,0,0,0,0,0,0
2024.02,10/02/2024,0,0,0,0,0,0,0
2024.02,11/02/2024,0,0,0,0,0,0,0
2024.02,12/02/2024,0,0,0,0,0,0,0
2024.02,13/02/2024,0,0,0,0,0,0,0
2024.02,14/02/2024,0,0,0,0,0,0,0
2024.02,15/02/2024,0,0,0,0,0,0,0
2024.02,16/02/2024,0,0,0,0,0,0,0
2024.02,17/02/2024,0,0,0,0,0,0,0
2024.02,18/02/2024,9.840.000,23.112.500,22.755.825,41.387.000,0,74.339.500,73.982.825
2024.02,19/02/2024,18.172.000,8.050.000,7.921.200,22.523.110,0,48.745.110,48.616.310
2024.02,20/02/2024,15.050.000,12.850.000,12.638.300,24.140.000,0,52.040.000,51.828.300
2024.02,21/02/2024,7.100.000,1.330.000,1.322.020,33.751.000,0,42.181.000,42.173.020
2024.02,22/02/2024,16.717.000,8.165.000,8.016.970,27.370.000,0,52.252.000,52.103.970
2024.02,23/02/2024,19.130.000,15.399.444,15.156.053,30.150.000,0,64.679.444,64.436.053
2024.02,24/02/2024,27.210.000,16.105.000,15.840.770,87.684.000,0,130.999.000,130.734.770
2024.02,25/02/2024,34.396.000,14.150.000,13.914.900,44.757.028,0,93.303.028,93.067.928
2024.02,26/02/2024,3.645.000,4.050.000,3.985.200,31.760.000,0,39.455.000,39.390.200
2024.02,27/02/2024,23.315.000,5.630.000,5.523.540,30.375.000,0,59.320.000,59.213.540
2024.02,28/02/2024,16.394.000,5.500.000,5.414.500,42.228.000,0,64.122.000,64.036.500
2024.02,29/02/2024,18.550.000,4.530.000,4.457.510,57.075.000,0,80.155.000,80.082.510
2024.03,01/03/2024,10.100.000,6.595.000,6.501.480,64.461.000,0,81.156.000,81.062.480
2024.03,02/03/2024,17.906.000,23.100.000,22.743.400,64.734.000,0,105.740.000,105.383.400
2024.03,03/03/2024,26.327.000,8.695.000,8.555.880,38.581.818,0,73.603.818,73.464.698
2024.03,04/03/2024,21.995.000,5.500.000,5.412.000,23.570.000,0,51.065.000,50.977.000
2024.03,05/03/2024,8.700.000,8.180.000,8.039.040,37.966.666,500.000,54.346.666,54.205.706
2024.03,06/03/2024,19.520.000,245.000,241.080,29.290.000,0,49.055.000,49.051.080
2024.03,07/03/2024,20.175.000,1.395.000,1.384.180,23.340.000,0,44.910.000,44.899.180
2024.03,08/03/2024,3.420.000,3.050.000,3.001.200,8.990.000,0,15.460.000,15.411.200
2024.03,09/03/2024,22.720.000,4.985.000,4.913.400,81.630.000,0,109.335.000,109.263.400
2024.03,10/03/2024,41.775.000,10.150.000,10.008.600,34.820.000,0,86.745.000,86.603.600
2024.03,11/03/2024,6.595.000,350.000,344.400,15.595.000,0,22.540.000,22.534.400
2024.03,12/03/2024,3.960.000,1.500.000,1.485.000,21.420.000,0,26.880.000,26.865.000
2024.03,13/03/2024,9.190.000,3.632.500,3.598.208,24.702.000,0,37.524.500,37.490.208
2024.03,14/03/2024,6.775.000,19.570.000,19.261.880,15.330.000,0,41.675.000,41.366.880
2024.03,15/03/2024,10.055.000,7.450.000,7.328.790,50.210.000,0,67.715.000,67.593.790
2024.03,16/03/2024,17.375.000,10.060.000,9.904.640,42.649.000,0,70.084.000,69.928.640
2024.03,17/03/2024,29.660.000,10.395.000,10.228.640,18.220.000,0,58.275.000,58.108.640
2024.03,18/03/2024,12.057.000,5.916.666,5.821.999,13.755.000,0,31.728.666,31.633.999
2024.03,19/03/2024,15.225.000,4.405.000,4.334.520,39.560.000,0,59.190.000,59.119.520
2024.03,20/03/2024,3.975.000,0,0,19.600.000,0,23.575.000,23.575.000
2024.03,21/03/2024,29.225.000,2.550.000,2.509.200,44.025.000,0,75.800.000,75.759.200
2024.03,22/03/2024,11.690.000,7.550.000,7.429.180,46.865.000,0,66.105.000,65.984.180
2024.03,23/03/2024,30.220.000,15.040.000,14.801.060,83.240.000,0,128.500.000,128.261.060
2024.03,24/03/2024,65.755.000,5.854.444,5.760.773,46.262.028,0,117.871.472,117.777.801
2024.03,25/03/2024,12.785.000,6.600.000,6.474.400,42.816.666,0,62.201.666,62.076.066
2024.03,26/03/2024,14.380.000,7.000.000,6.894.500,22.245.000,0,43.625.000,43.519.500
2024.03,27/03/2024,12.135.000,6.745.000,6.637.080,45.250.000,0,64.130.000,64.022.080
2024.03,28/03/2024,22.280.000,10.025.000,9.864.600,34.960.000,0,67.265.000,67.104.600
2024.03,29/03/2024,10.717.000,5.200.000,5.125.800,46.211.666,0,62.128.666,62.054.466
2024.03,30/03/2024,19.035.000,22.140.000,21.757.455,91.528.714,0,132.703.714,132.321.169
2024.03,31/03/2024,36.585.000,6.250.000,6.150.000,22.895.000,0,65.730.000,65.630.000
2024.04,01/04/2024,5.200.000,0,0,18.950.000,0,24.150.000,24.150.000
2024.04,02/04/2024,15.510.000,7.620.000,7.488.480,46.764.444,0,69.894.444,69.762.924
2024.04,03/04/2024,3.545.000,8.950.000,8.809.800,12.250.000,0,24.745.000,24.604.800
2024.04,04/04/2024,10.610.000,6.595.000,6.498.580,50.487.727,0,67.692.727,67.596.307
2024.04,05/04/2024,8.060.000,2.450.000,2.412.800,36.210.000,1.895.000,44.825.000,44.787.800
2024.04,06/04/2024,24.412.000,11.085.000,10.908.840,37.759.666,0,73.256.666,73.080.506
2024.04,07/04/2024,15.065.000,11.135.000,10.956.840,51.905.000,0,78.105.000,77.926.840
2024.04,08/04/2024,5.750.000,2.900.000,2.853.600,22.050.000,0,30.700.000,30.653.600
2024.04,09/04/2024,560.000,1.050.000,1.033.700,13.910.000,0,15.520.000,15.503.700
2024.04,10/04/2024,2.070.000,2.692.500,2.651.345,17.812.000,0,22.574.500,22.533.345
2024.04,11/04/2024,2.060.000,4.680.000,4.597.110,45.210.000,0,51.950.000,51.867.110
2024.04,12/04/2024,7.575.000,8.035.000,7.891.880,21.365.000,0,36.975.000,36.831.880
2024.04,13/04/2024,22.385.000,12.545.000,12.350.280,45.566.000,0,80.496.000,80.301.280
2024.04,14/04/2024,15.685.000,4.200.000,4.132.800,48.868.333,0,68.753.333,68.686.133
2024.04,15/04/2024,5.450.000,6.666.666,6.565.666,21.145.000,0,33.261.666,33.160.666
2024.04,16/04/2024,14.731.000,5.500.000,5.415.000,34.615.000,0,54.846.000,54.761.000
2024.04,17/04/2024,5.770.000,0,0,14.050.000,0,19.820.000,19.820.000
2024.04,18/04/2024,0,0,0,0,0,0,0
2024.04,19/04/2024,10.210.000,3.950.000,3.916.300,29.891.666,0,44.051.666,44.017.966
2024.04,20/04/2024,20.520.000,24.753.846,24.313.377,53.110.909,0,98.384.755,97.944.286
2024.04,21/04/2024,29.515.000,8.344.444,8.208.133,51.417.151,0,89.276.595,89.140.284
2024.04,22/04/2024,6.450.000,2.750.000,2.706.000,30.160.000,0,39.360.000,39.316.000
2024.04,23/04/2024,19.480.000,5.300.000,5.215.200,33.385.000,0,58.165.000,58.080.200
2024.04,24/04/2024,18.767.000,2.350.000,2.315.400,30.342.000,0,51.459.000,51.424.400
2024.04,25/04/2024,13.030.000,20.035.000,19.654.440,95.470.000,0,128.535.000,128.154.440
2024.04,26/04/2024,2.800.000,2.600.000,2.558.400,18.160.000,0,23.560.000,23.518.400
2024.04,27/04/2024,15.500.000,4.695.000,4.625.880,40.655.714,0,60.850.714,60.781.594
2024.04,28/04/2024,23.197.000,10.225.000,10.016.400,32.779.000,0,66.201.000,65.992.400
2024.04,29/04/2024,1.500.000,2.850.000,2.804.400,17.160.000,0,21.510.000,21.464.400
2024.04,30/04/2024,0,0,0,0,0,0,0
2024.05,01/05/2024,0,0,0,0,0,0,0
2024.05,02/05/2024,10.370.000,2.950.000,2.889.100,28.675.909,0,41.995.909,41.935.009
2024.05,03/05/2024,12.450.000,9.800.000,9.643.200,19.295.000,0,41.545.000,41.388.200
2024.05,04/05/2024,15.677.000,7.850.000,7.724.400,34.470.000,0,57.997.000,57.871.400
2024.05,05/05/2024,16.980.000,18.525.000,18.228.600,51.992.500,0,87.497.500,87.201.100
2024.05,06/05/2024,10.050.000,4.000.000,3.939.000,23.544.444,0,37.594.444,37.533.444
2024.05,07/05/2024,12.310.000,5.650.000,5.566.100,32.580.000,0,50.540.000,50.456.100
2024.05,08/05/2024,7.000.000,0,0,14.937.500,1.550.000,20.387.500,20.387.500
2024.05,09/05/2024,7.750.000,3.725.000,3.666.900,19.300.000,0,30.775.000,30.716.900
2024.05,10/05/2024,34.890.000,5.145.000,5.062.680,51.645.332,0,91.680.332,91.598.012
2024.05,11/05/2024,39.470.000,41.560.000,40.872.720,59.620.909,0,140.650.909,139.963.629
2024.05,12/05/2024,30.025.000,2.000.000,1.968.000,64.400.833,0,96.425.833,96.393.833
2024.05,13/05/2024,16.890.000,18.050.000,17.761.200,24.231.666,0,59.171.666,58.882.866
2024.05,14/05/2024,16.310.000,4.350.000,4.283.400,25.365.000,0,46.025.000,45.958.400
2024.05,15/05/2024,4.345.000,1.595.000,1.569.480,8.060.000,0,14.000.000,13.974.480
2024.05,16/05/2024,2.830.000,11.680.000,11.576.620,25.790.000,0,40.300.000,40.196.620
2024.05,17/05/2024,20.232.000,5.395.000,5.330.630,19.560.000,0,45.187.000,45.122.630
2024.05,18/05/2024,30.090.000,10.920.000,10.736.280,42.305.000,0,83.315.000,83.131.280
2024.05,19/05/2024,45.624.000,24.013.333,23.549.670,76.063.000,0,145.700.333,145.236.670
2024.05,20/05/2024,8.910.000,6.000.000,5.904.000,31.722.000,0,46.632.000,46.536.000
2024.05,21/05/2024,11.975.000,3.400.000,3.355.600,47.175.000,0,62.550.000,62.505.600
2024.05,22/05/2024,4.700.000,3.095.000,3.045.480,46.359.000,0,54.154.000,54.104.480
2024.05,23/05/2024,5.245.000,38.495.000,37.887.530,46.844.000,0,90.584.000,89.976.530
2024.05,24/05/2024,3.750.000,6.400.000,6.297.600,35.225.000,0,45.375.000,45.272.600
2024.05,25/05/2024,5.400.000,3.560.000,3.503.040,53.525.714,0,62.485.714,62.428.754
2024.05,26/05/2024,25.087.000,18.350.000,18.056.400,109.653.333,0,153.090.333,152.796.733
2024.05,27/05/2024,15.620.000,350.000,344.400,19.434.000,0,35.404.000,35.398.400
2024.05,28/05/2024,0,1.700.000,1.672.800,16.786.666,0,18.486.666,18.459.466
2024.05,29/05/2024,7.840.000,9.054.444,8.897.573,13.990.833,0,30.885.277,30.728.406
2024.05,30/05/2024,1.700.000,1.350.000,1.328.400,37.191.666,0,40.241.666,40.220.066
2024.05,31/05/2024,11.600.000,5.100.000,5.010.600,15.645.000,0,32.345.000,32.255.600
2024.06,01/06/2024,5.450.000,37.975.000,37.367.400,19.025.000,0,62.450.000,61.842.400
2024.06,02/06/2024,19.048.000,5.267.500,5.212.080,86.440.555,0,110.756.055,110.700.635
2024.06,03/06/2024,8.850.000,5.200.000,5.115.200,28.162.444,0,42.212.444,42.127.644
2024.06,04/06/2024,12.817.000,7.910.000,7.783.440,40.770.000,0,61.497.000,61.370.440
2024.06,05/06/2024,560.000,1.650.000,1.623.600,25.864.000,0,28.074.000,28.047.600
2024.06,06/06/2024,14.250.000,4.185.000,4.118.010,43.740.409,0,62.175.409,62.108.419
2024.06,07/06/2024,2.310.000,7.370.000,7.256.080,47.865.000,0,57.545.000,57.431.080
2024.06,08/06/2024,10.350.000,5.300.000,5.207.100,45.843.875,0,61.493.875,61.400.975
2024.06,09/06/2024,21.888.000,4.970.000,4.872.480,66.046.166,0,92.904.166,92.806.646
2024.06,10/06/2024,25.045.000,20.500.000,20.134.000,56.028.000,0,101.573.000,101.207.000
2024.06,11/06/2024,5.860.000,7.100.000,6.984.200,45.310.000,0,58.270.000,58.154.200
2024.06,12/06/2024,5.800.000,5.792.500,5.717.745,29.114.000,250.000,40.456.500,40.381.745
2024.06,13/06/2024,6.210.000,2.250.000,2.221.500,53.267.000,0,61.727.000,61.698.500
2024.06,14/06/2024,72.718.000,3.950.000,3.886.800,61.805.000,0,138.473.000,138.409.800
2024.06,15/06/2024,14.882.000,10.450.000,10.281.500,43.835.000,0,69.167.000,68.998.500
2024.06,16/06/2024,41.964.000,21.058.333,20.693.000,112.065.373,0,175.087.706,174.722.373
2024.06,17/06/2024,15.743.000,5.000.000,4.920.000,35.395.000,0,56.138.000,56.058.000
2024.06,18/06/2024,11.565.000,5.995.000,5.897.400,28.185.000,0,45.745.000,45.647.400
2024.06,19/06/2024,5.400.000,1.100.000,1.082.400,11.210.000,0,17.710.000,17.692.400
2024.06,20/06/2024,13.940.000,1.750.000,1.722.000,14.030.000,0,29.720.000,29.692.000
2024.06,21/06/2024,16.360.000,5.995.000,5.904.080,44.545.000,0,66.900.000,66.809.080
2024.06,22/06/2024,32.169.000,18.393.000,18.073.894,64.502.714,0,115.064.714,114.745.608
2024.06,23/06/2024,29.994.000,24.122.500,23.732.940,84.126.333,0,138.242.833,137.853.273
2024.06,24/06/2024,5.750.000,8.805.000,8.748.250,16.211.666,0,30.766.666,30.709.916
2024.06,25/06/2024,57.180.000,6.920.000,6.809.280,36.630.000,0,100.730.000,100.619.280
2024.06,26/06/2024,20.959.000,41.180.000,40.529.300,16.376.000,0,78.515.000,77.864.300
2024.06,27/06/2024,4.000.000,21.608.000,21.689.272,19.985.000,0,45.593.000,45.674.272
2024.06,28/06/2024,3.245.000,2.000.000,1.968.000,43.175.000,0,48.420.000,48.388.000
2024.06,29/06/2024,19.920.000,4.508.000,4.435.972,27.450.000,0,51.878.000,51.805.972
2024.06,30/06/2024,17.696.000,5.660.000,5.569.440,82.002.000,0,105.358.000,105.267.440
2024.07,01/07/2024,10.262.000,5.610.000,5.517.740,24.422.000,0,40.294.000,40.201.740
2024.07,02/07/2024,40.160.000,47.245.000,46.470.880,112.260.500,0,199.665.500,198.891.380
2024.07,03/07/2024,21.170.000,6.040.000,5.949.360,28.648.000,0,55.858.000,55.767.360
2024.07,04/07/2024,10.191.000,3.500.000,3.462.500,45.800.000,0,59.491.000,59.453.500
2024.07,05/07/2024,11.145.000,1.800.000,1.771.200,116.759.000,0,129.704.000,129.675.200
2024.07,06/07/2024,6.130.000,3.305.000,3.249.620,50.650.000,0,60.085.000,60.029.620
2024.07,07/07/2024,58.273.000,13.514.444,13.290.413,43.192.651,0,114.980.095,114.756.064
2024.07,08/07/2024,13.450.000,4.350.000,4.280.400,23.642.000,0,41.442.000,41.372.400
2024.07,09/07/2024,12.784.000,5.345.000,5.266.430,32.719.000,0,50.848.000,50.769.430
2024.07,10/07/2024,38.815.000,33.042.500,32.509.745,35.862.833,0,107.720.333,107.187.578
2024.07,11/07/2024,9.565.000,4.650.000,4.566.900,21.847.500,0,36.062.500,35.979.400
2024.07,12/07/2024,50.485.000,3.700.000,3.650.800,77.448.000,0,131.633.000,131.583.800
2024.07,13/07/2024,48.695.000,5.695.000,5.585.880,75.335.714,5.000.000,124.725.714,124.616.594
2024.07,14/07/2024,33.495.000,23.250.000,22.878.000,67.123.666,0,123.868.666,123.496.666
2024.07,15/07/2024,8.050.000,6.545.000,6.440.280,39.870.000,500.000,53.965.000,53.860.280
2024.07,16/07/2024,15.657.000,19.168.000,18.852.012,34.051.555,0,68.876.555,68.560.567
2024.07,17/07/2024,14.183.000,4.378.333,4.308.280,60.280.000,0,78.841.333,78.771.280
2024.07,18/07/2024,11.590.000,13.420.000,13.290.980,73.895.000,0,98.905.000,98.775.980
2024.07,19/07/2024,9.817.000,43.925.000,43.225.200,46.885.000,0,100.627.000,99.927.200
