THÁNG,NGÀY,TIỀN MẶT,CÀ THẺ,THỰC NHẬN CÀ THẺ,CHUYỂN KHOẢN,TRẢ GÓP,TRẢ CỌC,TỔNG,TỔNG TRỪ PHÍ CÀ THẺ
2024.08,11/08/2024,12.000.000,49.850.000,49.052.400,50.225.000,0,5.000.000,107.075.000,106.277.400
2024.08,12/08/2024,16.161.000,3.200.000,3.148.800,33.650.000,0,0,53.011.000,52.959.800
2024.08,13/08/2024,2.180.000,350.000,342.240,15.075.000,0,0,17.605.000,17.597.240
2024.08,14/08/2024,10.500.000,2.000.000,1.978.000,85.025.000,0,0,97.525.000,97.503.000
2024.08,15/08/2024,3.450.000,0,0,7.650.000,0,0,11.100.000,11.100.000
2024.08,16/08/2024,20.000.000,0,0,11.330.000,10.500.000,0,41.830.000,41.830.000
2024.08,17/08/2024,1.595.000,6.840.000,6.761.600,109.965.000,0,0,118.400.000,118.321.600
2024.08,18/08/2024,2.100.000,900.000,885.600,4.630.000,0,20.000.000,-12.370.000,-12.384.400
2024.08,19/08/2024,8.790.000,9.540.000,9.387.360,11.100.000,0,0,29.430.000,29.277.360
2024.08,20/08/2024,0,2.610.000,2.516.940,1.750.000,0,0,4.360.000,4.266.940
2024.08,21/08/2024,0,0,0,0,0,0,0,0
2024.08,22/08/2024,89.025.000,2.500.000,2.460.000,58.560.000,0,0,150.085.000,150.045.000
2024.08,23/08/2024,7.800.000,4.100.000,4.066.400,0,0,0,11.900.000,11.866.400
2024.08,24/08/2024,5.850.000,2.000.000,1.968.000,13.610.000,0,0,21.460.000,21.428.000
2024.08,25/08/2024,3.500.000,11.200.000,10.894.100,10.200.000,0,0,24.900.000,24.594.100
2024.08,26/08/2024,5.000.000,262.800.000,255.388.200,17.990.000,0,0,285.790.000,278.378.200
2024.08,27/08/2024,2.100.000,0,0,2.250.000,0,0,4.350.000,4.350.000
2024.08,28/08/2024,2.500.000,500.000,492.000,11.350.000,0,0,14.350.000,14.342.000
2024.08,29/08/2024,4.250.000,32.710.000,32.185.680,36.100.000,0,0,73.060.000,72.535.680
2024.08,30/08/2024,850.000,350.000,344.400,7.910.000,0,0,9.110.000,9.104.400
2024.08,31/08/2024,0,0,0,6.100.000,0,0,6.100.000,6.100.000
2024.09,01/09/2024,550.000,1.235.000,1.216.350,4.350.000,0,0,6.135.000,6.116.350
2024.09,02/09/2024,0,0,0,0,0,0,0,0
2024.09,03/09/2024,4.050.000,0,0,16.340.000,0,0,20.390.000,20.390.000
2024.09,04/09/2024,17.900.000,0,0,20.280.000,0,0,38.180.000,38.180.000
2024.09,05/09/2024,57.200.000,11.915.000,11.007.000,0,0,0,69.115.000,68.207.000
2024.09,06/09/2024,700.000,20.715.000,20.383.560,10.610.000,0,0,32.025.000,31.693.560
2024.09,07/09/2024,560.000,4.565.000,4.486.920,2.790.000,0,0,7.915.000,7.836.920
2024.09,08/09/2024,14.050.000,6.725.000,6.617.400,6.255.000,0,0,27.030.000,26.922.400
2024.09,09/09/2024,30.870.000,30.065.000,29.583.960,14.525.000,0,0,75.460.000,74.978.960
2024.09,10/09/2024,10.500.000,0,0,160.270.000,0,0,170.770.000,170.770.000
2024.09,11/09/2024,225.610.000,0,0,1.120.000,0,0,226.730.000,226.730.000
2024.09,12/09/2024,1.350.000,0,0,3.900.000,0,0,5.250.000,5.250.000
2024.09,13/09/2024,350.000,0,0,7.520.000,0,0,7.870.000,7.870.000
2024.09,14/09/2024,180.400.000,17.955.000,17.667.720,37.770.000,0,38.100.000,198.025.000,197.737.720
2024.09,15/09/2024,2.500.000,1.400.000,1.371.300,16.945.000,0,0,20.845.000,20.816.300
2024.09,16/09/2024,5.000.000,350.000,347.900,8.194.000,18.620.000,0,32.164.000,32.161.900
2024.09,17/09/2024,3.225.000,1.500.000,1.476.000,3.850.000,0,0,8.575.000,8.551.000
2024.09,18/09/2024,26.500.000,0,0,277.750.000,0,0,304.250.000,304.250.000
2024.09,19/09/2024,3.700.000,2.100.000,2.054.800,2.210.000,21.000.000,0,29.010.000,28.964.800
2024.09,20/09/2024,0,0,0,210.000,0,0,210.000,210.000
2024.09,21/09/2024,24.710.000,3.015.000,2.966.760,4.475.000,0,0,32.200.000,32.151.760
2024.09,22/09/2024,15.900.000,2.250.000,2.210.000,38.310.000,0,0,56.460.000,56.420.000
2024.09,23/09/2024,0,9.865.000,9.687.160,7.050.000,0,0,16.915.000,16.737.160
2024.09,24/09/2024,594.815.000,3.850.000,3.788.400,2.950.000,0,0,601.615.000,601.553.400
2024.09,25/09/2024,2.500.000,3.500.000,3.428.000,500.000,14.310.000,0,20.810.000,20.738.000
2024.09,26/09/2024,2.200.000,9.630.000,9.512.520,3.210.000,0,0,15.040.000,14.922.520
2024.09,27/09/2024,0,350.000,344.400,7.560.000,0,0,7.910.000,7.904.400
2024.09,28/09/2024,155.810.000,7.850.000,7.740.240,12.280.000,0,0,175.940.000,175.830.240
2024.09,29/09/2024,2.400.000,9.800.000,9.638.600,4.600.000,0,0,16.800.000,16.638.600
2024.09,30/09/2024,9.350.000,5.000.000,4.969.190,19.670.000,0,1.000.000,33.020.000,32.989.190
2024.10,01/10/2024,10.700.000,1.050.000,1.033.200,40.150.000,0,0,51.900.000,51.883.200
2024.10,02/10/2024,229.150.000,20.700.000,20.368.800,10.360.000,0,0,260.210.000,259.878.800
2024.10,03/10/2024,700.000,2.000.000,1.968.000,8.850.000,0,0,11.550.000,11.518.000
2024.10,04/10/2024,0,8.610.000,8.471.440,41.850.000,0,0,50.460.000,50.321.440
2024.10,05/10/2024,1.350.000,8.039.500,7.894.789,39.550.000,0,0,48.939.500,48.794.789
2024.10,06/10/2024,4.565.000,4.920.000,4.831.780,55.860.000,0,750.000,64.595.000,64.506.780
2024.10,07/10/2024,10.550.000,0,0,4.400.000,0,0,14.950.000,14.950.000
2024.10,08/10/2024,2.350.000,58.600.000,57.706.000,2.565.000,0,0,63.515.000,62.621.000
2024.10,09/10/2024,2.290.000,26.000.000,25.513.000,15.960.000,0,0,44.250.000,43.763.000
2024.10,10/10/2024,6.215.000,350.000,344.022,9.100.000,0,0,15.665.000,15.659.022
2024.10,11/10/2024,450.000,5.850.000,5.582.932,6.105.000,0,0,12.405.000,12.137.932
2024.10,12/10/2024,12.015.000,3.000.000,2.941.418,12.645.000,0,0,27.660.000,27.601.418
2024.10,13/10/2024,2.195.000,5.625.000,5.515.060,5.590.000,0,0,13.410.000,13.300.060
2024.10,14/10/2024,700.000,17.565.000,17.229.191,5.955.000,0,0,24.220.000,23.884.191
2024.10,15/10/2024,9.160.000,3.150.000,3.063.206,36.900.000,12.000.000,0,61.210.000,61.123.206
2024.10,16/10/2024,200.100.000,63.900.000,62.058.010,41.510.000,0,0,305.510.000,303.668.010
2024.10,17/10/2024,6.150.000,0,0,5.350.000,0,0,11.500.000,11.500.000
2024.10,18/10/2024,3.980.000,13.000.000,12.792.000,36.785.000,0,0,53.765.000,53.557.000
2024.10,19/10/2024,3.500.000,5.000.000,4.920.000,8.115.000,0,0,16.615.000,16.535.000
2024.10,20/10/2024,76.710.000,7.500.000,7.380.000,21.180.000,0,0,105.390.000,105.270.000
2024.10,21/10/2024,2.350.000,0,0,4.620.000,0,0,6.970.000,6.970.000
2024.10,22/10/2024,29.150.000,0,0,6.350.000,0,0,35.500.000,35.500.000
2024.10,23/10/2024,2.700.000,75.800.000,74.493.400,4.380.000,0,0,82.880.000,81.573.400
2024.10,24/10/2024,126.450.000,3.800.000,3.736.000,46.660.000,0,0,176.910.000,176.846.000
2024.10,25/10/2024,1.000.000,75.415.000,74.157.000,18.775.000,0,0,95.190.000,93.932.000
2024.10,26/10/2024,5.500.000,0,0,7.920.000,0,0,13.420.000,13.420.000
2024.10,27/10/2024,0,3.350.000,3.296.400,12.550.000,0,0,15.900.000,15.846.400
2024.10,28/10/2024,7.528.000,1.600.000,1.574.400,6.900.000,0,0,16.028.000,16.002.400
2024.10,29/10/2024,19.680.000,2.000.000,1.968.000,675.000,0,0,22.355.000,22.323.000
2024.10,30/10/2024,3.050.000,0,0,21.110.000,0,0,24.160.000,24.160.000
2024.10,31/10/2024,47.700.000,0,0,37.400.000,0,0,85.100.000,85.100.000
2024.11,01/11/2024,350.000,350.000,344.400,5.700.000,0,0,6.400.000,6.394.400
2024.11,02/11/2024,9.560.000,42.300.000,41.543.000,9.215.000,0,0,61.075.000,60.318.000
2024.11,03/11/2024,9.417.500,52.110.000,51.277.040,41.425.000,0,0,102.952.500,102.119.540
2024.11,04/11/2024,26.750.000,9.600.000,9.446.400,20.465.000,0,0,56.815.000,56.661.400
2024.11,05/11/2024,2.560.000,500.000,492.000,59.125.000,0,6.300.000,55.885.000,55.877.000
2024.11,06/11/2024,3.000.000,42.800.000,42.115.200,105.190.000,0,0,150.990.000,150.305.200
2024.11,07/11/2024,0,18.890.000,18.587.760,13.174.000,0,0,32.064.000,31.761.760
2024.11,08/11/2024,32.100.000,0,0,17.600.000,0,0,49.700.000,49.700.000
2024.11,09/11/2024,3.000.000,1.500.000,1.467.000,5.850.000,0,0,10.350.000,10.317.000
2024.11,10/11/2024,9.845.000,15.690.000,15.428.960,4.460.000,0,0,29.995.000,29.733.960
2024.11,11/11/2024,41.800.000,2.500.000,2.460.000,21.650.000,0,0,65.950.000,65.910.000
2024.11,12/11/2024,194.150.000,0,0,700.000,18.816.000,0,213.666.000,213.666.000
2024.11,13/11/2024,2.500.000,2.500.000,2.485.000,7.435.000,0,0,12.435.000,12.420.000
2024.11,14/11/2024,0,2.465.000,2.425.560,2.350.000,0,0,4.815.000,4.775.560
2024.11,15/11/2024,6.200.000,630.000,619.920,7.390.000,0,0,14.220.000,14.209.920
2024.11,16/11/2024,12.200.000,4.100.000,4.024.900,8.900.000,0,0,25.200.000,25.124.900
2024.11,17/11/2024,9.250.000,23.600.000,23.251.400,13.821.250,0,0,46.671.250,46.322.650
2024.11,18/11/2024,43.010.000,1.500.000,1.470.000,8.850.000,0,0,53.360.000,53.330.000
2024.11,19/11/2024,350.000,9.350.000,9.200.400,24.460.000,30.900.000,0,65.060.000,64.910.400
2024.11,20/11/2024,86.300.000,1.000.000,978.000,10.450.000,0,0,97.750.000,97.728.000
2024.11,21/11/2024,51.700.000,51.945.000,51.113.880,18.750.000,0,0,122.395.000,121.563.880
2024.11,22/11/2024,33.410.000,2.850.000,2.804.400,17.500.000,0,0,53.760.000,53.714.400
2024.11,23/11/2024,7.850.000,14.435.000,14.205.690,26.920.000,0,0,49.205.000,48.975.690
2024.11,24/11/2024,3.200.000,26.870.000,26.441.780,18.900.000,0,0,48.970.000,48.541.780
2024.11,25/11/2024,9.700.000,25.127.500,24.725.460,23.600.000,0,22.900.000,35.527.500,35.125.460
2024.11,26/11/2024,14.055.000,0,0,6.410.000,42.560.000,0,63.025.000,63.025.000
2024.11,27/11/2024,30.910.000,24.000.000,23.616.000,25.030.000,0,20.000.000,59.940.000,59.556.000
2024.11,28/11/2024,7.100.000,0,0,32.005.000,0,0,39.105.000,39.105.000
2024.11,29/11/2024,350.000,12.450.000,12.250.800,31.005.000,0,5.480.000,38.325.000,38.125.800
2024.11,30/11/2024,5.900.000,112.450.000,109.748.700,8.746.000,0,0,177.096.000,174.394.700
2024.12,01/12/2024,7.815.000,0,0,3.715.000,0,0,11.530.000,11.530.000
2024.12,02/12/2024,32.460.000,13.450.000,13.234.800,99.330.000,0,1.000.000,144.240.000,144.024.800
2024.12,03/12/2024,6.350.000,27.250.000,26.814.000,8.850.000,0,0,42.450.000,42.014.000
2024.12,04/12/2024,14.080.000,500.000,492.000,13.355.000,0,0,27.935.000,27.927.000
2024.12,05/12/2024,87.100.000,8.895.000,8.724.600,85.860.000,0,0,181.855.000,181.684.600
2024.12,06/12/2024,2.350.000,24.625.000,24.221.000,5.200.000,0,0,32.175.000,31.771.000
2024.12,07/12/2024,72.811.000,2.200.000,2.160.400,52.412.000,0,0,127.423.000,127.383.400
2024.12,08/12/2024,9.920.000,350.000,343.700,29.782.000,0,0,40.052.000,40.045.700
2024.12,09/12/2024,16.300.000,9.500.000,9.329.000,199.570.000,0,0,225.370.000,225.199.000
2024.12,10/12/2024,63.100.000,0,0,28.085.000,24.403.000,0,115.588.000,115.588.000
2024.12,11/12/2024,6.985.000,0,0,17.290.000,0,0,24.275.000,24.275.000
2024.12,12/12/2024,73.270.000,2.350.000,2.312.400,26.895.000,0,0,102.515.000,102.477.400
2024.12,13/12/2024,311.150.000,20.250.000,19.926.000,20.350.000,0,0,351.750.000,351.426.000
2024.12,14/12/2024,6.200.000,100.875.000,99.077.160,2.695.000,0,0,109.770.000,107.972.160
2024.12,15/12/2024,5.560.000,0,0,9.900.000,0,0,15.460.000,15.460.000
2024.12,16/12/2024,4.200.000,50.150.000,49.344.864,6.680.000,0,0,61.030.000,60.224.864
2024.12,17/12/2024,66.400.000,0,0,3.350.000,0,0,69.750.000,69.750.000
2024.12,18/12/2024,10.100.000,3.750.000,3.697.500,34.360.000,0,0,48.210.000,48.157.500
2024.12,19/12/2024,25.980.000,39.930.000,39.291.120,4.100.000,0,0,70.010.000,69.371.120
2024.12,20/12/2024,12.645.000,2.000.000,1.968.000,6.925.000,0,0,21.570.000,21.538.000
2024.12,21/12/2024,151.700.000,875.000,861.000,18.078.000,0,0,170.653.000,170.639.000
2024.12,22/12/2024,3.650.000,3.000.000,2.952.000,16.265.000,0,0,22.915.000,22.867.000
2024.12,23/12/2024,3.850.000,0,0,101.200.000,11.200.000,0,116.250.000,116.250.000
2024.12,24/12/2024,55.090.000,8.350.000,8.216.400,138.530.000,0,0,201.970.000,201.836.400
2024.12,25/12/2024,16.070.000,10.150.000,9.987.600,315.000,0,0,26.535.000,26.372.600
2024.12,26/12/2024,25.210.000,1.000.000,984.000,2.720.000,45.720.000,0,74.650.000,74.634.000
2024.12,27/12/2024,700.000,26.225.000,25.795.400,3.560.000,0,0,30.485.000,30.055.400
2024.12,28/12/2024,2.610.000,10.715.000,10.541.670,18.625.000,0,0,31.950.000,31.776.670
2024.12,29/12/2024,122.745.000,0,0,26.935.000,0,0,149.680.000,149.680.000
2024.12,30/12/2024,6.260.000,8.900.000,8.757.600,500.000,0,0,15.660.000,15.517.600
2024.12,31/12/2024,800.000,4.490.000,0,21.015.000,0,0,26.305.000,21.815.000
2025.01,01/01/2025,0,0,0,0,0,0,0,0
2025.01,02/01/2025,16.500.000,0,0,2.650.000,0,0,19.150.000,19.150.000
2025.01,03/01/2025,5.460.000,3.580.000,3.522.720,13.830.000,0,0,22.870.000,22.812.720
2025.01,04/01/2025,11.565.000,1.165.000,1.102.948,6.430.000,0,0,19.160.000,19.097.948
2025.01,05/01/2025,9.465.000,7.980.000,7.983.964,6.475.000,0,0,23.920.000,23.923.964
2025.01,06/01/2025,84.000.000,350.000,343.175,5.300.000,0,0,89.650.000,89.643.175
2025.01,07/01/2025,6.975.000,700.000,682.549,12.850.000,24.800.000,0,45.325.000,45.307.549
2025.01,08/01/2025,7.645.000,210.000,206.220,19.900.000,0,0,27.755.000,27.751.220
2025.01,09/01/2025,117.015.000,6.325.000,6.201.662,22.665.000,0,0,146.005.000,145.881.662
2025.01,10/01/2025,152.580.000,4.110.000,4.036.020,11.060.000,0,1.050.000,166.700.000,166.626.020
2025.01,11/01/2025,32.150.000,6.175.000,6.063.850,83.390.000,0,0,121.715.000,121.603.850
2025.01,12/01/2025,92.300.000,10.850.000,10.654.700,11.615.000,0,0,114.765.000,114.569.700
2025.01,13/01/2025,30.435.000,5.200.000,5.106.400,29.290.000,0,0,64.925.000,64.831.400
2025.01,14/01/2025,60.180.000,37.345.000,36.672.790,6.285.000,0,0,103.810.000,103.137.790
2025.01,15/01/2025,36.000.000,0,0,30.685.000,0,1.500.000,65.185.000,65.185.000
2025.01,16/01/2025,85.050.000,43.710.000,42.923.220,12.510.000,0,0,141.270.000,140.483.220
2025.01,17/01/2025,103.620.000,0,0,10.535.000,0,0,114.155.000,114.155.000
2025.01,18/01/2025,51.035.000,13.165.000,12.916.630,104.065.000,0,0,168.265.000,168.016.630
2025.01,19/01/2025,79.348.750,3.190.000,3.132.570,2.695.000,0,0,85.233.750,85.176.320
2025.01,20/01/2025,36.350.000,0,0,2.350.000,0,0,38.700.000,38.700.000
2025.01,21/01/2025,11.850.000,7.480.000,7.358.660,20.400.000,0,0,39.730.000,39.608.660
2025.01,22/01/2025,9.845.000,0,0,1.960.000,0,0,11.805.000,11.805.000
2025.01,23/01/2025,9.550.000,1.809.500,1.776.929,2.500.000,0,0,13.859.500,13.826.929
2025.01,24/01/2025,44.970.000,0,0,2.940.000,0,0,47.910.000,47.910.000
2025.01,25/01/2025,7.000.000,0,0,5.665.000,0,0,12.665.000,12.665.000
2025.01,26/01/2025,0,0,0,0,0,0,0,0
2025.01,27/01/2025,0,0,0,0,0,0,0,0
2025.01,28/01/2025,0,0,0,0,0,0,0,0
2025.01,29/01/2025,0,0,0,0,0,0,0,0
2025.01,30/01/2025,0,0,0,0,0,0,0,0
2025.01,31/01/2025,0,0,0,0,0,0,0,0
2025.02,01/02/2025,0,0,0,0,0,0,0,0
2025.02,02/02/2025,0,0,0,0,0,0,0,0
2025.02,03/02/2025,0,0,0,0,0,0,0,0
2025.02,04/02/2025,0,0,0,0,0,0,0,0
2025.02,05/02/2025,0,0,0,0,0,0,0,0
2025.02,06/02/2025,0,0,0,0,0,0,0,0
2025.02,07/02/2025,12.236.000,5.200.000,5.103.400,2.800.000,0,0,20.236.000,20.139.400
2025.02,08/02/2025,9.027.500,0,0,42.150.000,0,0,51.177.500,51.177.500
2025.02,09/02/2025,18.640.000,0,0,5.635.000,0,0,24.275.000,24.275.000
2025.02,10/02/2025,4.015.000,4.400.000,4.320.800,16.015.000,0,0,24.430.000,24.350.800
2025.02,11/02/2025,3.550.000,6.500.000,6.373.000,3.000.000,0,0,13.050.000,12.923.000
2025.02,12/02/2025,1.500.000,2.500.000,2.455.000,6.846.000,0,0,10.846.000,10.801.000
2025.02,13/02/2025,23.850.000,26.760.000,26.268.320,10.790.000,0,0,61.400.000,60.908.320
2025.02,14/02/2025,58.465.000,35.210.000,34.576.220,6.600.000,30.300.000,0,130.575.000,129.941.220
2025.02,15/02/2025,53.715.000,21.075.000,20.695.650,21.333.000,0,0,96.123.000,95.743.650
2025.02,16/02/2025,25.650.000,200.000,196.400,7.330.000,0,0,33.180.000,33.176.400
2025.02,17/02/2025,2.315.000,0,0,35.450.000,0,0,37.765.000,37.765.000
2025.02,18/02/2025,10.470.000,13.300.000,13.060.600,1.830.000,0,0,25.600.000,25.360.600
2025.02,19/02/2025,36.050.000,9.635.000,9.457.160,4.419.500,0,0,50.104.500,49.926.660
2025.02,20/02/2025,875.000,0,0,81.740.000,0,0,82.615.000,82.615.000
2025.02,21/02/2025,4.775.000,14.960.000,14.690.720,27.800.000,0,0,47.535.000,47.265.720
2025.02,22/02/2025,9.240.000,32.665.000,32.077.030,61.920.000,0,0,103.825.000,103.237.030
2025.02,23/02/2025,6.065.000,3.155.000,3.098.210,50.735.000,0,0,59.955.000,59.898.210
2025.02,24/02/2025,6.910.000,17.050.000,16.743.100,46.160.000,0,0,70.120.000,69.813.100
2025.02,25/02/2025,10.575.000,350.000,343.700,54.230.000,59.570.000,0,124.725.000,124.718.700
2025.02,26/02/2025,8.715.000,39.800.000,39.006.450,69.800.000,0,0,118.315.000,117.521.450
2025.02,27/02/2025,18.033.000,0,0,6.900.000,0,0,24.933.000,24.933.000
2025.02,28/02/2025,770.000,0,0,6.095.000,0,0,6.865.000,6.865.000
2025.03,01/03/2025,26.700.000,10.750.000,10.494.750,39.257.000,0,0,76.707.000,76.451.750
2025.03,02/03/2025,175.880.000,8.250.000,8.097.500,11.184.500,0,0,195.314.500,195.162.000
2025.03,03/03/2025,81.900.000,40.500.000,39.771.000,2.675.000,0,0,125.075.000,124.346.000
2025.03,04/03/2025,5.815.000,0,0,11.625.000,0,0,17.440.000,17.440.000
2025.03,05/03/2025,225.315.000,7.665.000,7.527.030,10.975.000,0,0,243.955.000,243.817.030
2025.03,06/03/2025,191.600.000,0,0,129.324.000,52.406.000,0,373.330.000,373.330.000
2025.03,07/03/2025,24.700.000,0,0,17.650.000,0,0,42.350.000,42.350.000
2025.03,08/03/2025,515.000,900.000,883.800,32.400.000,0,250.000,33.565.000,33.548.800
2025.03,09/03/2025,3.315.000,5.350.000,5.252.100,14.780.000,0,0,23.445.000,23.347.100
2025.03,10/03/2025,0,2.250.000,2.209.500,16.765.000,0,0,19.015.000,18.974.500
2025.03,11/03/2025,7.060.000,1.500.000,1.488.000,95.208.000,37.190.000,0,140.958.000,140.946.000
2025.03,12/03/2025,4.415.000,82.000.000,80.462.500,17.780.000,0,18.000.000,86.195.000,84.657.500
2025.03,13/03/2025,6.800.000,43.510.000,42.667.675,86.650.000,0,0,136.960.000,136.117.675
2025.03,14/03/2025,0,0,0,121.400.000,0,0,121.400.000,121.400.000
2025.03,15/03/2025,119.980.000,3.000.000,2.946.000,58.760.000,0,0,181.740.000,181.686.000
2025.03,16/03/2025,6.105.000,4.905.000,4.816.710,17.565.000,0,0,28.575.000,28.486.710
2025.03,17/03/2025,14.515.000,840.000,824.880,12.705.000,0,0,28.060.000,28.044.880
2025.03,18/03/2025,2.250.000,350.000,347.200,57.295.000,0,0,59.895.000,59.892.200
2025.03,19/03/2025,14.910.000,3.000.000,2.946.000,97.250.000,0,0,115.160.000,115.106.000
2025.03,20/03/2025,2.350.000,1.746.000,1.691.874,222.260.000,0,0,226.356.000,226.301.874
2025.03,21/03/2025,39.500.000,0,0,30.645.000,0,0,70.145.000,70.145.000
2025.03,22/03/2025,500.000,8.065.000,7.919.830,37.305.000,0,0,45.870.000,45.724.830
2025.03,23/03/2025,8.850.000,0,0,14.375.000,0,0,23.225.000,23.225.000
2025.03,24/03/2025,5.200.000,2.000.000,1.961.000,18.080.000,0,0,25.280.000,25.241.000
2025.03,25/03/2025,48.285.000,2.000.000,1.961.000,20.065.000,8.191.000,0,78.541.000,78.502.000
2025.03,26/03/2025,18.280.000,3.300.000,3.240.600,35.565.000,0,0,57.145.000,57.085.600
2025.03,27/03/2025,36.245.000,12.700.000,12.471.400,1.050.000,0,0,49.995.000,49.766.400
2025.03,28/03/2025,20.830.000,49.781.000,48.903.000,53.355.000,0,0,123.966.000,123.088.000
2025.03,29/03/2025,6.350.000,12.000.000,11.784.000,72.455.000,0,0,90.805.000,90.589.000
2025.03,30/03/2025,38.378.000,41.500.000,40.753.000,21.015.000,0,0,100.893.000,100.146.000
2025.03,31/03/2025,1.500.000,8.085.000,7.943.970,50.305.000,0,3.769.000,56.121.000,55.979.970
2025.04,01/04/2025,420.000,73.410.000,72.088.620,17.500.000,0,0,91.330.000,90.008.620
2025.04,02/04/2025,500.000,0,0,31.553.000,0,0,32.053.000,32.053.000
2025.04,03/04/2025,12.630.000,9.800.000,9.623.600,7.632.500,0,0,30.062.500,29.886.100
2025.04,04/04/2025,4.060.000,9.120.000,8.464.840,12.925.000,0,0,26.105.000,25.449.840
2025.04,05/04/2025,2.200.000,13.680.000,13.433.760,29.780.000,67.440.000,0,113.100.000,112.853.760
2025.04,06/04/2025,10.000.000,17.262.500,16.951.775,14.870.000,0,0,42.132.500,41.821.775
2025.04,07/04/2025,0,0,0,0,0,0,0,0
2025.04,08/04/2025,51.350.000,25.565.000,25.104.830,7.338.000,0,0,84.253.000,83.792.830
2025.04,09/04/2025,38.855.000,0,0,8.000.000,0,0,46.855.000,46.855.000
2025.04,10/04/2025,9.015.000,4.685.000,4.600.670,11.400.000,0,0,25.100.000,25.015.670
2025.04,11/04/2025,9.676.000,350.000,343.700,6.400.000,0,0,16.426.000,16.419.700
2025.04,12/04/2025,2.000.000,900.000,883.800,172.505.000,0,0,175.405.000,175.388.800
2025.04,13/04/2025,57.059.000,1.770.000,1.745.460,69.749.500,0,0,128.578.500,128.553.960
2025.04,14/04/2025,25.780.000,77.700.000,76.280.700,4.240.000,0,0,107.720.000,106.300.700
2025.04,15/04/2025,3.000.000,7.830.000,7.681.815,12.855.000,0,0,23.685.000,23.536.815
2025.04,16/04/2025,4.725.000,0,0,81.930.000,0,0,86.655.000,86.655.000
2025.04,17/04/2025,14.030.000,2.850.000,2.798.700,78.160.000,30.740.000,12.000.000,113.780.000,113.728.700
2025.04,18/04/2025,850.000,6.060.000,5.950.920,6.240.000,0,0,13.150.000,13.040.920
2025.04,19/04/2025,39.725.000,1.760.000,1.728.320,171.540.000,0,0,213.025.000,212.993.320
2025.04,20/04/2025,14.579.500,0,0,21.080.000,0,0,35.659.500,35.659.500
2025.04,21/04/2025,17.725.000,2.475.000,2.430.450,1.420.000,0,0,21.620.000,21.575.450
2025.04,22/04/2025,4.350.000,3.260.000,3.201.320,4.965.000,0,0,12.575.000,12.516.320
2025.04,23/04/2025,96.018.500,2.535.000,2.489.370,46.650.000,0,0,145.203.500,145.157.870
2025.04,24/04/2025,17.283.000,900.000,883.800,70.797.000,0,0,88.980.000,88.963.800
2025.04,25/04/2025,5.550.000,1.800.000,1.767.600,12.235.000,0,0,19.585.000,19.552.600
2025.04,26/04/2025,0,900.000,883.800,6.209.500,0,2.425.000,4.684.500,4.668.300
2025.04,27/04/2025,2.700.000,3.454.000,3.391.828,17.318.750,0,0,23.472.750,23.410.578
2025.04,28/04/2025,0,0,0,30.000.000,0,0,30.000.000,30.000.000
2025.04,29/04/2025,200.000,3.500.000,3.437.000,117.925.000,102.225.000,0,223.850.000,223.787.000
2025.04,30/04/2025,0,0,0,0,0,0,0,0
2025.05,01/05/2025,0,0,0,0,0,0,0,0
2025.05,02/05/2025,29.325.000,8.060.000,7.914.920,10.905.000,0,0,48.290.000,48.144.920
2025.05,03/05/2025,20.889.500,0,0,55.840.000,0,0,76.729.500,76.729.500
2025.05,04/05/2025,5.133.000,0,0,58.850.000,0,0,63.983.000,63.983.000
2025.05,05/05/2025,34.000.000,12.175.000,11.955.850,3.600.000,0,0,49.775.000,49.555.850
2025.05,06/05/2025,1.350.000,85.000.000,83.416.000,98.580.000,0,0,184.930.000,183.346.000
2025.05,07/05/2025,2.350.000,0,0,350.000,0,0,2.700.000,2.700.000
2025.05,08/05/2025,21.765.000,12.000.000,11.784.000,44.080.000,0,0,77.845.000,77.629.000
2025.05,09/05/2025,4.000.000,50.810.000,49.915.420,10.685.000,0,0,65.495.000,64.600.420
2025.05,10/05/2025,2.500.000,6.550.000,6.432.100,42.530.000,0,0,51.580.000,51.462.100
2025.05,11/05/2025,10.250.000,0,0,6.765.000,0,0,17.015.000,17.015.000
2025.05,12/05/2025,2.165.000,11.813.000,11.600.366,22.350.000,0,0,36.328.000,36.115.366
2025.05,13/05/2025,4.750.000,36.810.000,36.515.520,17.255.000,0,0,58.815.000,58.520.520
2025.05,14/05/2025,33.680.000,0,0,116.630.000,0,0,150.310.000,150.310.000
2025.05,15/05/2025,13.370.000,1.750.000,1.718.500,27.105.000,0,0,42.225.000,42.193.500
2025.05,16/05/2025,0,58.770.000,57.712.140,11.030.000,0,400.000,69.400.000,68.342.140
2025.05,17/05/2025,2.975.000,29.750.000,29.214.500,4.350.000,0,0,37.075.000,36.539.500
2025.05,18/05/2025,48.745.000,0,0,28.904.500,0,0,77.649.500,77.649.500
2025.05,19/05/2025,39.985.000,24.070.000,23.636.740,16.600.000,0,0,80.655.000,80.221.740
2025.05,20/05/2025,500.000,14.760.000,14.494.320,0,0,0,15.260.000,14.994.320
2025.05,21/05/2025,69.300.000,48.800.000,47.326.000,8.460.000,0,48.420.000,78.140.000,76.666.000
2025.05,22/05/2025,5.615.000,600.000,589.200,21.615.000,18.825.000,0,46.655.000,46.644.200
2025.05,23/05/2025,1.155.000,65.695.000,64.338.890,7.615.000,0,0,74.465.000,73.108.890
