THÁNG,NGÀY,TIỀN MẶT,CÀ THẺ,THỰC NHẬN CÀ THẺ,CHUYỂN KHOẢN,TRẢ GÓP,TRẢ CỌC,TỔNG,TỔNG TRỪ PHÍ CÀ THẺ
2023.04,15/04/23,18.000.000,0,0,25.200.000,,0,43.200.000,43.200.000
2023.04,16/04/23,22.000.000,350.000,344.400,33.416.000,,0,55.766.000,55.760.400
2023.04,17/04/23,79.395.000,2.500.000,2.460.000,36.809.000,,0,118.704.000,118.664.000
2023.04,18/04/23,123.100.000,65.000.000,63.800.000,98.450.000,,0,286.550.000,285.350.000
2023.04,19/04/23,24.023.000,0,0,24.000.000,,0,48.023.000,48.023.000
2023.04,20/04/23,2.531.000,6.200.000,6.100.800,500.000,,0,9.231.000,9.131.800
2023.04,21/04/23,110.149.000,350.000,343.500,1.000.000,,0,111.499.000,111.492.500
2023.04,22/04/23,40.443.000,74.350.000,73.160.000,80.028.500,,2.522.000,192.299.500,191.109.500
2023.04,23/04/23,36.550.000,1.500.000,1.491.000,5.000.000,,0,43.050.000,43.041.000
2023.04,24/04/23,143.616.000,0,0,24.000.000,,0,167.616.000,167.616.000
2023.04,25/04/23,180.000.000,65.639.000,64.587.000,64.025.000,,0,309.664.000,308.612.000
2023.04,26/04/23,0,350.000,344.401,17.386.500,,0,17.736.500,17.730.901
2023.04,27/04/23,350.000,65.440.000,64.377.460,125.590.000,,0,191.380.000,190.317.460
2023.04,28/04/23,6.000.000,0,0,11.000.000,,0,17.000.000,17.000.000
2023.04,29/04/23,0,0,0,0,,0,0,0
2023.04,30/04/23,0,0,0,0,,0,0,0
2023.05,01/05/23,0,0,0,0,,0,0,0
2023.05,02/05/23,2.850.000,350.000,344.400,60.000.000,,0,63.200.000,63.194.400
2023.05,03/05/23,31.350.000,105.000.000,103.200.000,129.000.000,,0,265.350.000,263.550.000
2023.05,04/05/23,2.500.000,4.500.000,4.433.330,10.850.000,,0,17.850.000,17.783.330
2023.05,05/05/23,25.500.000,110.550.000,108.502.800,12.605.000,,0,148.655.000,146.607.800
2023.05,06/05/23,3.430.000,0,0,96.794.000,,0,100.224.000,100.224.000
2023.05,07/05/23,1.350.000,0,0,56.700.000,,0,58.050.000,58.050.000
2023.05,08/05/23,2.200.000,1.350.000,1.344.600,5.100.000,,0,8.650.000,8.644.600
2023.05,09/05/23,22.450.000,2.000.000,1.986.002,94.754.500,,0,119.204.500,119.190.502
2023.05,10/05/23,6.500.000,33.250.000,32.476.750,26.000.000,,0,65.750.000,64.976.750
2023.05,11/05/23,56.350.000,0,0,58.560.000,,0,114.910.000,114.910.000
2023.05,12/05/23,2.400.000,50.000.000,49.100.000,70.000.000,,0,122.400.000,121.500.000
2023.05,13/05/23,41.810.000,14.715.000,14.420.909,8.374.000,,0,64.899.000,64.604.909
2023.05,14/05/23,850.000,6.450.000,6.280.966,14.500.000,,0,21.800.000,21.630.966
2023.05,15/05/23,57.455.000,4.500.000,4.442.350,88.661.000,,0,150.616.000,150.558.350
2023.05,16/05/23,350.000,0,0,350.000,,0,700.000,700.000
2023.05,17/05/23,3.200.000,13.600.000,13.326.920,2.000.000,,0,18.800.000,18.526.920
2023.05,18/05/23,0,13.204.000,12.979.532,60.535.000,,0,73.739.000,73.514.532
2023.05,19/05/23,25.573.000,16.500.000,16.408.000,11.350.000,,2.910.000,50.513.000,50.421.000
2023.05,20/05/23,4.000.000,2.200.000,2.150.000,2.900.000,,500.000,8.600.000,8.550.000
2023.05,21/05/23,2.850.000,5.500.000,5.375.100,6.050.000,,0,14.400.000,14.275.100
2023.05,22/05/23,33.315.000,6.000.000,5.898.000,80.035.000,,2.600.000,116.750.000,116.648.000
2023.05,23/05/23,5.850.000,25.805.000,25.366.315,0,,3.000.000,28.655.000,28.216.315
2023.05,24/05/23,10.900.000,0,0,10.650.000,,0,21.550.000,21.550.000
2023.05,25/05/23,2.000.000,0,0,70.000.000,,1.000.000,71.000.000,71.000.000
2023.05,26/05/23,20.550.000,0,0,42.400.000,,10.864.000,52.086.000,52.086.000
2023.05,27/05/23,500.000,0,0,17.201.500,,0,17.701.500,17.701.500
2023.05,28/05/23,3.000.000,1.450.000,1.425.100,34.788.000,,0,39.238.000,39.213.100
2023.05,29/05/23,555.634.000,200.000.000,196.171.264,125.722.000,,0,881.356.000,877.527.264
2023.05,30/05/23,1.350.000,0,0,11.437.000,,0,12.787.000,12.787.000
2023.05,31/05/23,71.739.000,,,,,,71.739.000,71.739.000
2023.05,31/05/23,20.080.000,19.317.000,18.988.611,189.920.000,,0,229.317.000,228.988.611
2023.06,01/06/23,3.000.000,0,0,1.000.000,,0,4.000.000,4.000.000
2023.06,02/06/23,6.200.000,0,0,59.413.000,,0,65.613.000,65.613.000
2023.06,03/06/23,80.000.000,57.000.000,55.806.678,38.850.000,,0,175.850.000,174.656.678
2023.06,04/06/23,5.260.000,5.000.000,4.895.322,3.000.000,,0,13.260.000,13.155.322
2023.06,05/06/23,16.450.000,28.000.000,27.465.000,4.350.000,,0,48.800.000,48.265.000
2023.06,06/06/23,50.348.000,354.943.000,347.530.125,37.120.000,,50.000,442.361.000,434.948.125
2023.06,07/06/23,50.890.000,20.000.000,19.660.000,70.160.000,,0,141.050.000,140.710.000
2023.06,08/06/23,700.000,700.000,688.100,39.000.000,,0,40.400.000,40.388.100
2023.06,09/06/23,144.784.000,0,0,45.000.000,,0,189.784.000,189.784.000
2023.06,10/06/23,0,21.500.000,21.134.500,8.850.000,,0,30.350.000,29.984.500
2023.06,11/06/23,12.350.000,850.000,835.550,2.350.000,,0,15.550.000,15.535.550
2023.06,12/06/23,76.460.000,0,0,58.900.000,,0,135.360.000,135.360.000
2023.06,13/06/23,1.400.000,0,0,1.700.000,,0,3.100.000,3.100.000
2023.06,14/06/23,2.700.000,20.986.000,20.608.000,160.566.000,,0,184.252.000,183.874.000
2023.06,15/06/23,0,11.300.000,11.189.800,1.000.000,,0,12.300.000,12.189.800
2023.06,16/06/23,950.000,6.800.000,6.772.800,81.700.000,,0,89.450.000,89.422.800
2023.06,17/06/23,4.850.000,2.500.000,2.490.000,2.000.000,,0,9.350.000,9.340.000
2023.06,18/06/23,40.000.000,0,0,62.400.000,,0,102.400.000,102.400.000
2023.06,19/06/23,5.600.000,75.400.000,74.887.800,139.160.000,,0,220.160.000,219.647.800
2023.06,20/06/23,53.620.000,37.336.000,36.701.288,51.500.000,,0,142.456.000,141.821.288
2023.06,21/06/23,5.200.000,10.000.000,9.830.000,252.720.000,,0,267.920.000,267.750.000
2023.06,22/06/23,10.350.000,55.000.000,54.065.000,166.000.000,,0,231.350.000,230.415.000
2023.06,23/06/23,26.200.000,5.350.000,5.259.050,183.400.000,,0,214.950.000,214.859.050
2023.06,24/06/23,0,0,0,22.350.000,,0,22.350.000,22.350.000
2023.06,25/06/23,8.350.000,43.120.000,42.386.960,0,,0,51.470.000,50.736.960
2023.06,26/06/23,86.642.000,0,0,5.000.000,,0,91.642.000,91.642.000
2023.06,27/06/23,69.400.000,38.100.000,37.452.300,5.500.000,,0,113.000.000,112.352.300
2023.06,28/06/23,57.354.000,10.000.000,9.750.000,37.804.000,,10.440.000,94.718.000,94.468.000
2023.06,29/06/23,62.884.000,45.870.000,45.095.662,0,,0,108.754.000,107.979.662
2023.06,30/06/23,5.900.000,76.588.000,75.175.300,101.200.000,,0,183.688.000,182.275.300
2023.07,01/07/23,8.850.000,29.682.000,29.148.840,27.150.000,,0,65.682.000,65.148.840
2023.07,02/07/23,45.654.000,350.000,344.050,6.700.000,,0,52.704.000,52.698.050
2023.07,03/07/23,101.400.000,53.000.000,52.099.000,25.350.000,,0,179.750.000,178.849.000
2023.07,04/07/23,5.000.000,62.867.000,61.798.261,200.000,,0,68.067.000,66.998.261
2023.07,05/07/23,0,90.700.000,90.337.200,30.000.000,,1.500.000,119.200.000,118.837.200
2023.07,06/07/23,11.064.000,23.000.000,22.908.000,51.900.000,,0,85.964.000,85.872.000
2023.07,07/07/23,7.010.000,0,0,73.010.000,,0,80.020.000,80.020.000
2023.07,08/07/23,350.000,93.787.000,92.966.804,61.950.000,,0,156.087.000,155.266.804
2023.07,09/07/23,10.750.000,50.000.000,49.562.548,4.870.000,,0,65.620.000,65.182.548
2023.07,10/07/23,5.225.000,6.000.000,5.898.000,22.307.000,,0,33.532.000,33.430.000
2023.07,11/07/23,3.743.000,0,0,70.000.000,,0,73.743.000,73.743.000
2023.07,12/07/23,10.500.000,2.850.000,2.801.550,2.400.000,,0,15.750.000,15.701.550
2023.07,13/07/23,19.500.000,2.242.500,2.204.377,68.564.500,,0,90.307.000,90.268.877
2023.07,14/07/23,9.700.000,3.644.000,3.582.052,118.000.000,,0,131.344.000,131.282.052
2023.07,15/07/23,8.250.000,0,0,8.500.000,,0,16.750.000,16.750.000
2023.07,16/07/23,30.050.000,700.000,686.350,53.650.000,,0,84.400.000,84.386.350
2023.07,17/07/23,32.600.000,4.700.000,4.620.100,232.626.900,,0,269.926.900,269.847.000
2023.07,18/07/23,43.070.000,1.000.000,975.000,11.750.000,,0,55.820.000,55.795.000
2023.07,19/07/23,2.650.000,18.000.000,17.694.000,144.860.000,,0,165.510.000,165.204.000
2023.07,20/07/23,750.000,350.000,344.050,4.500.000,,0,5.600.000,5.594.050
2023.07,21/07/23,18.827.500,0,0,7.800.000,,0,26.627.500,26.627.500
2023.07,22/07/23,10.350.000,35.000.000,34.405.000,85.068.000,,0,130.418.000,129.823.000
2023.07,23/07/23,8.914.000,0,0,4.350.000,,0,13.264.000,13.264.000
2023.07,24/07/23,1.086.000,6.245.000,6.096.225,83.528.000,,0,90.859.000,90.710.225
2023.07,25/07/23,19.950.000,44.550.000,43.792.650,91.530.000,,0,156.030.000,155.272.650
2023.07,26/07/23,10.000.000,6.100.000,5.996.300,36.888.000,,0,52.988.000,52.884.300
2023.07,27/07/23,39.860.000,24.000.000,23.500.000,117.020.000,,0,180.880.000,180.380.000
2023.07,28/07/23,25.477.000,0,0,1.200.000,,0,26.677.000,26.677.000
2023.07,29/07/23,6.350.000,1.350.000,1.348.334,350.000,,0,8.050.000,8.048.334
2023.07,30/07/23,33.900.000,16.600.000,16.533.416,61.700.000,,0,112.200.000,112.133.416
2023.07,31/07/23,11.500.000,0,0,21.660.000,,0,33.160.000,33.160.000
2023.08,01/08/23,12.700.000,0,0,10.150.000,,0,22.850.000,22.850.000
2023.08,02/08/23,165.154.000,200.000.000,195.210.000,20.000.000,,0,385.154.000,380.364.000
2023.08,03/08/23,17.700.000,0,0,57.850.000,,0,75.550.000,75.550.000
2023.08,04/08/23,55.350.000,1.850.000,1.842.600,223.450.000,,0,280.650.000,280.642.600
2023.08,05/08/23,5.215.000,5.000.000,4.915.000,0,,0,10.215.000,10.130.000
2023.08,06/08/23,8.050.000,0,0,60.450.000,,0,68.500.000,68.500.000
2023.08,07/08/23,20.000.000,80.000.000,78.000.000,43.298.000,,11.200.000,132.098.000,130.098.000
2023.08,08/08/23,136.350.000,0,0,75.662.000,,31.637.000,180.375.000,180.375.000
2023.08,09/08/23,32.300.000,13.000.000,12.922.000,59.000.000,,0,104.300.000,104.222.000
2023.08,10/08/23,12.393.000,73.260.000,71.438.330,0,,0,85.653.000,83.831.330
2023.08,11/08/23,28.500.000,13.190.000,12.985.902,15.000.000,,0,56.690.000,56.485.902
2023.08,12/08/23,11.000.000,119.000.000,117.148.098,60.968.000,,0,190.968.000,189.116.098
2023.08,13/08/23,11.680.000,0,0,1.200.000,,0,12.880.000,12.880.000
2023.08,14/08/23,0,7.700.000,7.571.290,11.000.000,,0,18.700.000,18.571.290
2023.08,15/08/23,41.000.000,140.234.500,137.880.256,17.000.000,,0,198.234.500,195.880.256
2023.08,16/08/23,122.250.000,18.100.000,17.792.300,87.450.000,,0,227.800.000,227.492.300
2023.08,17/08/23,11.202.000,13.350.000,13.188.050,0,,0,24.552.000,24.390.050
2023.08,18/08/23,198.253.000,30.000.000,29.490.000,350.000,,0,228.603.000,228.093.000
2023.08,19/08/23,500.000,15.000.000,14.745.000,2.050.000,,0,17.550.000,17.295.000
2023.08,20/08/23,3.200.000,0,0,45.000.000,,0,48.200.000,48.200.000
2023.08,21/08/23,111.350.000,127.289.000,126.706.344,350.000,,0,238.989.000,238.406.344
2023.08,22/08/23,50.500.000,55.375.000,54.516.175,0,,0,105.875.000,105.016.175
2023.08,23/08/23,2.450.000,82.600.000,81.195.800,13.000.000,,0,98.050.000,96.645.800
2023.08,24/08/23,69.494.000,10.650.000,10.568.550,0,,0,80.144.000,80.062.550
2023.08,25/08/23,1.000.000,44.052.000,43.299.066,0,,0,45.052.000,44.299.066
2023.08,26/08/23,12.750.000,0,0,13.773.000,,0,26.523.000,26.523.000
2023.08,27/08/23,1.050.000,7.500.000,7.372.500,850.000,,0,9.400.000,9.272.500
2023.08,28/08/23,85.810.000,700.000,688.100,14.942.000,,0,101.452.000,101.440.100
2023.08,29/08/23,15.000.000,23.000.000,22.908.000,2.350.000,,0,40.350.000,40.258.000
2023.08,30/08/23,13.809.000,0,0,0,,0,13.809.000,13.809.000
2023.08,31/08/23,70.000.000,4.250.000,4.177.494,850.000,,0,75.100.000,75.027.494
2023.09,01/09/23,100.000,17.150.000,16.841.731,4.650.000,,0,21.900.000,21.591.731
2023.09,02/09/23,0,0,0,0,,0,0,0
2023.09,03/09/23,11.500.000,2.530.000,2.486.837,4.000.000,,0,18.030.000,17.986.837
2023.09,04/09/23,40.450.000,4.300.000,4.236.718,22.950.000,,0,67.700.000,67.636.718
2023.09,05/09/23,304.500.000,0,0,1.350.000,,0,305.850.000,305.850.000
2023.09,06/09/23,55.356.000,12.300.000,12.090.900,11.000.000,,0,78.656.000,78.446.900
2023.09,07/09/23,100.000,0,0,37.968.000,,0,38.068.000,38.068.000
2023.09,08/09/23,45.145.000,2.150.000,2.113.450,2.850.000,,0,50.145.000,50.108.450
2023.09,09/09/23,66.520.000,52.500.000,51.703.382,9.889.500,,0,128.909.500,128.112.882
2023.09,10/09/23,500.000,20.900.000,20.620.618,67.900.000,,0,89.300.000,89.020.618
2023.09,11/09/23,700.000,35.030.000,34.472.305,79.038.000,,0,114.768.000,114.210.305
2023.09,12/09/23,49.000.000,0,0,27.400.000,,0,76.400.000,76.400.000
2023.09,13/09/23,113.500.000,75.000.000,74.635.000,24.350.000,,0,212.850.000,212.485.000
2023.09,14/09/23,4.350.000,70.000.000,68.810.000,0,,0,74.350.000,73.160.000
2023.09,15/09/23,4.950.000,0,0,0,,0,4.950.000,4.950.000
2023.09,16/09/23,100.000,27.350.000,26.884.952,4.850.000,,6.809.000,25.491.000,25.025.952
2023.09,17/09/23,350.000,350.000,344.148,34.200.000,,0,34.900.000,34.894.148
2023.09,18/09/23,720.000,0,0,55.725.000,,0,56.445.000,56.445.000
2023.09,19/09/23,30.000.000,1.500.000,1.494.000,113.000.000,,0,144.500.000,144.494.000
2023.09,20/09/23,7.000.000,11.337.500,11.145.254,4.300.000,,0,22.637.500,22.445.254
2023.09,21/09/23,2.850.000,0,0,129.200.000,,2.500.000,129.550.000,129.550.000
2023.09,22/09/23,2.678.000,11.000.000,10.813.000,117.850.000,,0,131.528.000,131.341.000
2023.09,23/09/23,350.000,30.385.000,30.258.458,7.500.000,,0,38.235.000,38.108.458
2023.09,24/09/23,302.500.000,350.000,345.000,0,,0,302.850.000,302.845.000
2023.09,25/09/23,24.350.000,0,0,79.150.000,,0,103.500.000,103.500.000
2023.09,26/09/23,272.877.000,93.446.000,91.876.918,0,,0,366.323.000,364.753.918
2023.09,27/09/23,44.429.000,0,0,6.000.000,,0,50.429.000,50.429.000
2023.09,28/09/23,150.350.000,0,0,30.000.000,,0,180.350.000,180.350.000
2023.09,29/09/23,1.700.000,77.545.000,76.226.735,20.000.000,,0,99.245.000,97.926.735
2023.09,30/09/23,198.510.000,350.000,348.600,2.750.000,,0,201.610.000,201.608.600
2023.10,01/10/23,20.450.000,0,0,10.350.000,,0,30.800.000,30.800.000
2023.10,02/10/23,171.979.000,3.741.000,3.680.709,130.500.000,,0,306.220.000,306.159.709
2023.10,03/10/23,10.700.000,0,0,2.000.000,,0,12.700.000,12.700.000
2023.10,04/10/23,46.100.000,6.693.000,6.579.219,47.130.000,,0,99.923.000,99.809.219
2023.10,05/10/23,22.200.000,2.350.000,2.313.200,114.850.000,,0,139.400.000,139.363.200
2023.10,06/10/23,350.000,0,0,18.000.000,,0,18.350.000,18.350.000
2023.10,07/10/23,25.952.500,15.800.000,15.706.034,100.000.000,,0,141.752.500,141.658.534
2023.10,08/10/23,950.000,5.050.000,5.020.916,44.830.000,,0,50.830.000,50.800.916
2023.10,09/10/23,105.000.000,4.280.000,4.207.240,131.760.000,,0,241.040.000,240.967.240
2023.10,10/10/23,179.150.000,0,0,67.000.000,,0,246.150.000,246.150.000
2023.10,11/10/23,102.348.000,6.156.000,6.014.100,82.400.000,,0,190.904.000,190.762.100
2023.10,12/10/23,40.250.000,0,0,74.280.000,,0,114.530.000,114.530.000
2023.10,13/10/23,3.200.000,0,0,38.400.000,,0,41.600.000,41.600.000
2023.10,14/10/23,132.352.000,0,0,60.000.000,,0,192.352.000,192.352.000
2023.10,15/10/23,3.450.000,30.000.000,29.490.000,110.165.000,,0,143.615.000,143.105.000
2023.10,16/10/23,21.850.000,89.592.000,88.597.516,39.298.000,,0,150.740.000,149.745.516
2023.10,17/10/23,36.500.000,0,0,5.850.000,,0,42.350.000,42.350.000
2023.10,18/10/23,38.000.000,4.100.000,4.030.300,82.750.000,,0,124.850.000,124.780.300
2023.10,19/10/23,9.700.000,0,0,66.850.000,,0,76.550.000,76.550.000
2023.10,20/10/23,150.010.000,350.000,344.050,64.903.000,,2.000.000,213.263.000,213.257.050
2023.10,21/10/23,100.700.000,1.250.000,1.230.000,5.850.000,,0,107.800.000,107.780.000
2023.10,22/10/23,15.200.000,0,0,51.450.000,,0,66.650.000,66.650.000
2023.10,23/10/23,10.550.000,80.000.000,78.640.000,127.355.000,,0,217.905.000,216.545.000
2023.10,24/10/23,0,40.000.000,39.280.665,112.550.000,,0,152.550.000,151.830.665
2023.10,25/10/23,113.610.000,0,0,350.000,,0,113.960.000,113.960.000
2023.10,26/10/23,36.600.000,139.234.000,137.476.500,2.400.000,,0,178.234.000,176.476.500
2023.10,27/10/23,5.500.000,0,0,136.126.000,,0,141.626.000,141.626.000
2023.10,28/10/23,5.900.000,8.600.000,8.462.400,2.345.000,,0,16.845.000,16.707.400
2023.10,29/10/23,350.000,10.000.000,9.840.000,99.665.000,,0,110.015.000,109.855.000
2023.10,30/10/23,76.329.000,500.000,492.000,0,,0,76.829.000,76.821.000
2023.10,31/10/23,60.200.000,,,,,,60.200.000,60.200.000
2023.10,31/10/23,223.350.000,,,,,,223.350.000,223.350.000
2023.10,31/10/23,-118.000.000,,,,,,-118.000.000,-118.000.000
2023.10,31/10/23,12.350.000,0,0,1.200.000,,0,13.550.000,13.550.000
2023.11,01/11/23,18.800.000,21.110.500,20.712.732,31.150.000,,0,71.060.500,70.662.732
2023.11,02/11/23,14.015.000,6.741.500,6.608.000,101.000.000,,0,121.756.500,121.623.000
2023.11,03/11/23,94.805.000,0,0,0,,0,94.805.000,94.805.000
2023.11,04/11/23,16.136.000,10.650.000,10.488.100,26.700.000,,0,53.486.000,53.324.100
2023.11,05/11/23,13.287.000,315.000,311.710,1.350.000,,0,14.952.000,14.948.710
2023.11,06/11/23,3.648.000,15.000.000,14.910.000,47.450.000,,3.298.000,62.800.000,62.710.000
2023.11,07/11/23,29.650.000,0,0,8.850.000,,0,38.500.000,38.500.000
2023.11,08/11/23,15.950.000,0,0,13.000.000,,1.000.000,27.950.000,27.950.000
2023.11,09/11/23,350.000,0,0,49.589.000,,0,49.939.000,49.939.000
2023.11,10/11/23,28.780.000,14.032.000,13.927.808,17.900.000,,0,60.712.000,60.607.808
2023.11,11/11/23,4.350.000,14.250.000,14.021.200,34.275.000,,0,52.875.000,52.646.200
2023.11,12/11/23,1.700.000,0,0,0,,0,1.700.000,1.700.000
2023.11,13/11/23,31.020.000,0,0,7.400.000,,0,38.420.000,38.420.000
2023.11,14/11/23,0,0,0,0,,0,0,0
2023.11,15/11/23,0,0,0,0,,0,0,0
2023.11,16/11/23,5.350.000,0,0,8.000.000,,0,13.350.000,13.350.000
2023.11,17/11/23,31.150.000,10.400.000,10.233.600,5.500.000,,0,47.050.000,46.883.600
2023.11,18/11/23,20.665.000,0,0,350.000,,0,21.015.000,21.015.000
2023.11,19/11/23,11.000.000,350.000,344.400,82.350.000,,0,93.700.000,93.694.400
2023.11,20/11/23,0,88.000.000,86.592.000,22.710.000,,0,110.710.000,109.302.000
2023.11,21/11/23,6.125.000,0,0,69.495.500,,3.500.000,72.120.500,72.120.500
2023.11,22/11/23,7.907.000,15.750.000,15.498.000,8.000.000,,0,31.657.000,31.405.000
2023.11,23/11/23,22.704.000,0,0,90.755.000,,0,113.459.000,113.459.000
2023.11,24/11/23,50.000.000,500.000,492.000,32.610.000,,0,83.110.000,83.102.000
2023.11,25/11/23,28.850.000,2.500.000,2.445.000,1.565.000,,0,32.915.000,32.860.000
2023.11,26/11/23,58.580.000,350.000,344.000,64.450.000,,0,123.380.000,123.374.000
2023.11,27/11/23,9.800.000,5.850.000,5.761.400,6.000.000,,0,21.650.000,21.561.400
2023.11,28/11/23,12.350.000,2.375.000,2.337.000,48.074.000,,0,62.799.000,62.761.000
2023.11,29/11/23,37.445.000,12.000.000,11.808.000,22.394.000,,0,71.839.000,71.647.000
2023.11,30/11/23,38.550.000,3.200.000,3.180.800,0,,10.800.000,30.950.000,30.930.800
2023.12,01/12/23,9.599.500,0,0,0,,0,9.599.500,9.599.500
2023.12,02/12/23,59.850.000,500.000,489.000,3.000.000,,800.000,62.550.000,62.539.000
2023.12,03/12/23,17.550.000,350.000,344.400,0,,0,17.900.000,17.894.400
2023.12,04/12/23,12.675.000,5.000.000,4.920.000,2.500.000,,0,20.175.000,20.095.000
2023.12,05/12/23,87.728.000,14.695.000,14.459.880,36.690.000,,0,139.113.000,138.877.880
2023.12,06/12/23,70.000.000,0,0,110.000.000,,0,180.000.000,180.000.000
2023.12,07/12/23,29.360.000,0,0,20.961.000,,0,50.321.000,50.321.000
2023.12,08/12/23,43.672.000,30.000.000,29.520.000,52.500.000,,0,126.172.000,125.692.000
2023.12,09/12/23,6.434.500,0,0,0,,0,6.434.500,6.434.500
2023.12,10/12/23,400.000,0,0,1.600.000,,0,2.000.000,2.000.000
2023.12,11/12/23,17.000.000,0,0,15.340.500,,0,32.340.500,32.340.500
2023.12,12/12/23,4.986.500,34.905.000,34.346.520,0,,775.000,39.116.500,38.558.020
2023.12,13/12/23,8.000.000,6.450.000,6.344.800,0,,0,14.450.000,14.344.800
2023.12,14/12/23,5.200.000,0,0,40.200.000,,0,45.400.000,45.400.000
2023.12,15/12/23,41.140.000,0,0,60.000.000,,6.450.000,94.690.000,94.690.000
2023.12,16/12/23,2.000.000,0,0,7.400.000,,0,9.400.000,9.400.000
2023.12,17/12/23,2.000.000,0,0,55.900.000,,0,57.900.000,57.900.000
2023.12,18/12/23,29.375.000,0,0,25.000.000,,0,54.375.000,54.375.000
2023.12,19/12/23,62.740.000,66.400.000,65.334.600,60.000.000,,0,189.140.000,188.074.600
2023.12,20/12/23,80.000.000,7.000.000,6.888.000,46.293.000,,0,133.293.000,133.181.000
2023.12,21/12/23,2.000.000,0,0,88.000.000,,5.400.000,84.600.000,84.600.000
2023.12,22/12/23,32.400.000,7.020.000,6.907.680,84.459.000,,0,123.879.000,123.766.680
2023.12,23/12/23,8.632.000,0,0,31.500.000,,0,40.132.000,40.132.000
2023.12,24/12/23,0,1.000.000,984.000,0,,0,1.000.000,984.000
2023.12,25/12/23,56.000.000,3.685.000,3.626.040,0,,0,59.685.000,59.626.040
2023.12,26/12/23,75.808.500,0,0,5.692.000,,0,81.500.500,81.500.500
2023.12,27/12/23,0,0,0,20.000.000,,0,20.000.000,20.000.000
2023.12,28/12/23,6.000.000,6.900.000,6.789.600,47.500.000,,0,60.400.000,60.289.600
2023.12,29/12/23,70.110.000,37.800.000,37.202.800,0,,0,107.910.000,107.312.800
2023.12,30/12/23,14.000.000,0,0,2.000.000,,0,16.000.000,16.000.000
2023.12,31/12/23,0,0,0,55.240.000,,0,55.240.000,55.240.000
2024.01,01/01/24,0,0,0,0,,0,0,0
2024.01,02/01/24,49.454.000,35.221.000,34.668.954,51.000.000,,0,135.675.000,135.122.954
2024.01,03/01/24,57.241.500,0,0,24.000.000,,0,81.241.500,81.241.500
2024.01,04/01/24,1.940.000,10.252.000,10.184.752,9.150.000,,0,21.342.000,21.274.752
2024.01,05/01/24,44.700.000,20.000.000,19.680.000,196.226.000,,0,303.206.000,302.886.000
2024.01,06/01/24,0,25.000.000,24.600.000,1.000.000,,0,26.000.000,25.600.000
2024.01,07/01/24,31.970.000,16.184.000,15.925.056,9.675.000,,0,57.829.000,57.570.056
2024.01,08/01/24,30.700.000,0,0,108.061.000,,0,138.761.000,138.761.000
2024.01,09/01/24,71.699.000,0,0,0,,0,71.699.000,71.699.000
2024.01,10/01/24,73.484.000,5.500.000,5.372.000,10.000.000,,0,120.264.000,120.136.000
2024.01,11/01/24,0,26.240.000,25.820.160,0,,0,26.240.000,25.820.160
2024.01,12/01/24,6.000.000,13.500.000,13.274.000,45.119.500,,0,64.619.500,64.393.500
2024.01,13/01/24,69.749.000,5.469.000,5.426.186,9.489.000,,0,101.207.000,101.164.186
2024.01,14/01/24,57.000.000,0,0,74.104.000,,0,131.104.000,131.104.000
2024.01,15/01/24,15.000.000,0,0,24.170.000,,0,104.870.000,104.870.000
2024.01,16/01/24,30.160.000,0,0,98.000.000,,0,128.160.000,128.160.000
2024.01,17/01/24,61.500.000,0,0,63.185.000,,0,124.685.000,124.685.000
2024.01,18/01/24,106.300.000,0,0,0,,0,106.300.000,106.300.000
2024.01,19/01/24,87.120.000,20.075.000,19.713.000,58.575.000,,0,165.770.000,165.408.000
2024.01,20/01/24,43.550.000,39.612.000,38.170.208,9.000.000,,0,92.162.000,90.720.208
2024.01,21/01/24,33.350.000,1.700.000,1.672.800,32.000.000,,0,67.050.000,67.022.800
2024.01,22/01/24,109.222.000,18.665.000,18.366.360,44.218.000,,19.150.000,152.955.000,152.656.360
2024.01,23/01/24,75.060.000,0,0,190.550.000,,0,265.610.000,265.610.000
2024.01,24/01/24,0,31.335.000,30.833.640,12.119.000,,0,92.309.000,91.807.640
2024.01,25/01/24,162.086.000,14.970.000,14.720.480,0,,0,177.056.000,176.806.480
2024.01,26/01/24,10.000.000,45.940.000,45.224.360,0,,0,55.940.000,55.224.360
2024.01,27/01/24,116.946.000,72.161.000,71.006.433,21.800.000,,0,210.907.000,209.752.433
2024.01,28/01/24,15.000.000,6.350.000,6.248.400,1.000.000,,0,22.350.000,22.248.400
2024.01,29/01/24,66.360.000,0,0,0,,0,66.360.000,66.360.000
2024.01,30/01/24,34.672.000,3.000.000,2.952.000,48.888.000,,0,238.000.000,237.952.000
2024.01,31/01/24,8.000.000,0,0,99.350.000,,0,167.350.000,167.350.000
2024.02,01/02/24,276.056.000,0,0,44.000.000,,0,320.056.000,320.056.000
2024.02,02/02/24,26.000.000,3.500.000,3.444.000,19.760.000,,0,49.260.000,49.204.000
2024.02,03/02/24,0,0,0,0,,0,0,0
2024.02,04/02/24,117.827.000,0,0,108.743.000,,0,226.570.000,226.570.000
2024.02,05/02/24,66.436.000,0,0,0,,6.500.000,59.936.000,59.936.000
2024.02,06/02/24,0,0,0,0,,0,0,0
2024.02,07/02/24,0,0,0,0,,0,0,0
2024.02,08/02/24,0,0,0,0,,0,0,0
2024.02,09/02/24,0,0,0,0,,0,0,0
2024.02,10/02/24,0,0,0,0,,0,0,0
